,0,1,2,3,4
0,"[(0.0, 0.0), (10.366666666666667, 9.954), (12.2, 9.098), (11.166666666666666, 8.818), (15.183333333333334, 11.574)]","[(10.9, 9.954), (0.0, 0.0), (11.566666666666666, 6.874), (7.366666666666666, 4.912), (15.383333333333333, 11.257)]","[(12.083333333333334, 9.745), (10.066666666666666, 6.527), (0.0, 0.0), (4.066666666666666, 2.474), (8.7, 5.569)]","[(10.033333333333333, 8.668), (7.516666666666667, 4.932), (6.316666666666666, 2.854), (0.0, 0.0), (10.016666666666667, 6.53)]","[(15.05, 11.328), (15.583333333333334, 11.649), (6.433333333333334, 3.955), (9.933333333333334, 6.274), (0.0, 0.0)]"
1,"[(0.0, 0.0), (12.8, 10.252), (3.3333333333333335, 1.517), (5.633333333333334, 2.346), (8.433333333333334, 3.056)]","[(8.033333333333333, 6.039), (0.0, 0.0), (9.95, 6.854), (12.266666666666667, 7.683), (12.1, 4.943)]","[(3.683333333333333, 1.58), (14.783333333333333, 11.005), (2.183333333333333, 0.872), (4.933333333333334, 1.765), (10.0, 3.425)]","[(5.466666666666667, 2.395), (16.5, 11.82), (4.4, 1.751), (0.0, 0.0), (9.016666666666667, 3.39)]","[(8.533333333333333, 3.121), (17.483333333333334, 8.267), (9.633333333333333, 3.425), (12.633333333333333, 5.457), (6.583333333333333, 2.085)]"
2,"[(0.0, 0.0), (13.766666666666667, 7.38), (10.683333333333334, 5.231), (4.55, 1.619), (8.133333333333333, 3.942)]","[(14.366666666666667, 7.847), (0.16666666666666666, 0.141), (5.8, 3.123), (8.833333333333334, 6.274), (5.233333333333333, 4.29)]","[(12.983333333333333, 5.292), (4.683333333333334, 2.945), (0.0, 0.0), (8.216666666666667, 4.517), (6.7, 3.71)]","[(5.333333333333333, 1.54), (11.033333333333333, 7.007), (7.666666666666667, 4.284), (0.0, 0.0), (3.3666666666666667, 2.204)]","[(8.833333333333334, 3.624), (7.283333333333333, 5.202), (6.283333333333333, 3.311), (3.55, 2.095), (0.4, 0.222)]"
3,"[(0.5166666666666667, 0.191), (5.8, 2.01), (12.166666666666666, 4.063), (22.416666666666668, 7.336), (8.0, 3.081)]","[(7.283333333333333, 2.031), (0.18333333333333332, 0.079), (8.416666666666666, 2.808), (18.466666666666665, 6.081), (4.066666666666666, 1.826)]","[(13.5, 3.951), (8.766666666666667, 2.178), (0.25, 0.072), (12.266666666666667, 3.821), (6.75, 2.28)]","[(24.95, 8.849), (19.766666666666666, 7.906), (12.433333333333334, 3.403), (0.0, 0.0), (16.283333333333335, 6.635)]","[(9.35, 3.068), (4.166666666666667, 2.125), (6.75, 2.39), (16.116666666666667, 5.425), (0.0, 0.0)]"
4,"[(0.0, 0.0), (4.2, 1.506), (6.55, 2.034), (2.3666666666666667, 0.902), (3.7, 1.704)]","[(4.116666666666666, 1.619), (0.0, 0.0), (6.833333333333333, 1.948), (4.1, 1.58), (5.766666666666667, 2.602)]","[(6.566666666666666, 2.153), (5.75, 1.839), (0.0, 0.0), (4.316666666666666, 1.297), (4.433333333333334, 1.534)]","[(2.433333333333333, 1.039), (3.783333333333333, 1.373), (4.266666666666667, 1.131), (0.4, 0.168), (3.1666666666666665, 1.461)]","[(3.9166666666666665, 1.64), (7.783333333333333, 2.491), (4.3, 1.508), (3.5833333333333335, 1.345), (0.0, 0.0)]"
5,"[(0.0, 0.0), (5.683333333333334, 2.005), (2.95, 1.115), (6.266666666666667, 1.675), (8.0, 5.69)]","[(4.216666666666667, 1.384), (0.23333333333333334, 0.099), (5.183333333333334, 1.788), (7.0, 1.846), (11.733333333333333, 6.359)]","[(3.05, 1.142), (6.666666666666667, 2.426), (0.0, 0.0), (4.766666666666667, 1.393), (8.8, 6.726)]","[(6.266666666666667, 1.715), (5.216666666666667, 1.131), (5.466666666666667, 1.405), (0.0, 0.0), (9.866666666666667, 6.454)]","[(5.25, 2.371), (7.166666666666667, 2.399), (4.45, 2.061), (4.05, 1.591), (0.0, 0.0)]"
6,"[(0.0, 0.0), (5.233333333333333, 1.561), (4.816666666666666, 1.719), (10.05, 4.536), (8.05, 4.311)]","[(9.95, 3.042), (0.8833333333333333, 0.255), (9.716666666666667, 3.414), (16.0, 4.35), (14.35, 5.762)]","[(4.9, 1.721), (10.233333333333333, 3.283), (0.3, 0.092), (12.383333333333333, 4.328), (8.6, 4.279)]","[(9.65, 2.892), (14.9, 4.454), (9.316666666666666, 3.034), (0.11666666666666667, 0.059), (9.983333333333333, 4.685)]","[(10.416666666666666, 3.802), (15.566666666666666, 5.364), (7.516666666666667, 3.361), (15.3, 5.505), (0.0, 0.0)]"
7,"[(0.0, 0.0), (8.55, 2.901), (8.533333333333333, 4.597), (5.166666666666667, 1.583), (15.916666666666666, 5.123)]","[(6.916666666666667, 2.777), (0.0, 0.0), (6.783333333333333, 2.191), (6.616666666666666, 2.134), (6.016666666666667, 2.441)]","[(7.016666666666667, 3.745), (9.566666666666666, 2.755), (0.0, 0.0), (8.783333333333333, 3.124), (6.833333333333333, 2.653)]","[(6.533333333333333, 2.002), (5.933333333333334, 1.855), (11.183333333333334, 3.229), (0.0, 0.0), (12.95, 4.552)]","[(13.65, 4.927), (8.283333333333333, 2.701), (9.083333333333334, 3.151), (15.483333333333333, 4.306), (0.1, 0.032)]"
8,"[(0.0, 0.0), (5.516666666666667, 1.863), (4.733333333333333, 1.792), (3.6, 2.131), (4.65, 1.775)]","[(2.9, 1.245), (0.2, 0.198), (7.666666666666667, 3.038), (3.066666666666667, 1.906), (7.55, 3.021)]","[(5.85, 1.823), (10.266666666666667, 3.658), (0.43333333333333335, 0.147), (8.916666666666666, 3.214), (4.633333333333334, 1.855)]","[(2.7, 1.604), (5.616666666666666, 1.83), (7.483333333333333, 3.397), (0.0, 0.0), (7.133333333333334, 2.197)]","[(6.433333333333334, 1.699), (11.233333333333333, 3.534), (4.383333333333334, 1.763), (8.016666666666667, 2.691), (0.0, 0.0)]"
9,"[(1.1666666666666667, 0.312), (6.366666666666666, 4.143), (10.033333333333333, 5.598), (3.566666666666667, 1.53), (6.266666666666667, 3.114)]","[(4.766666666666667, 2.844), (0.0, 0.0), (6.066666666666666, 3.387), (3.65, 2.164), (6.65, 2.842)]","[(11.066666666666666, 4.695), (9.7, 4.272), (0.0, 0.0), (10.533333333333333, 5.143), (6.55, 2.346)]","[(3.283333333333333, 1.38), (5.483333333333333, 2.687), (6.85, 3.743), (0.35, 0.136), (4.6, 1.526)]","[(5.633333333333334, 2.98), (10.716666666666667, 4.426), (7.266666666666667, 2.708), (5.4, 3.002), (0.0, 0.0)]"
10,"[(0.0, 0.0), (8.083333333333334, 3.626), (3.783333333333333, 1.548), (10.183333333333334, 5.025), (7.383333333333334, 2.888)]","[(10.016666666666667, 4.275), (0.3333333333333333, 0.214), (10.683333333333334, 4.618), (9.716666666666667, 4.122), (12.4, 5.082)]","[(5.15, 2.191), (10.666666666666666, 4.154), (0.0, 0.0), (7.516666666666667, 4.388), (10.866666666666667, 4.154)]","[(12.166666666666666, 5.566), (9.583333333333334, 4.111), (8.45, 4.533), (1.1833333333333333, 0.454), (15.866666666666667, 6.909)]","[(7.833333333333333, 3.432), (10.233333333333333, 6.127), (10.183333333333334, 4.21), (15.783333333333333, 7.672), (0.0, 0.0)]"
11,"[(0.03333333333333333, 0.021), (3.35, 1.118), (5.8, 1.779), (7.166666666666667, 2.28), (4.116666666666666, 1.323)]","[(2.4166666666666665, 0.911), (0.26666666666666666, 0.069), (5.383333333333334, 1.637), (6.733333333333333, 2.138), (2.1666666666666665, 0.665)]","[(5.133333333333334, 1.799), (3.6666666666666665, 1.276), (0.0, 0.0), (2.816666666666667, 1.163), (4.516666666666667, 1.649)]","[(7.083333333333333, 2.578), (5.333333333333333, 2.055), (1.6666666666666667, 0.778), (0.3333333333333333, 0.12), (7.533333333333333, 2.558)]","[(4.05, 1.348), (1.9333333333333333, 0.617), (4.333333333333333, 1.855), (5.966666666666667, 2.356), (0.0, 0.0)]"
12,"[(0.0, 0.0), (5.25, 2.339), (2.4166666666666665, 1.067), (8.066666666666666, 2.931), (3.4833333333333334, 1.287)]","[(4.033333333333333, 2.352), (0.0, 0.0), (3.2666666666666666, 1.493), (4.066666666666666, 1.217), (3.3333333333333335, 1.255)]","[(2.8833333333333333, 1.155), (4.983333333333333, 2.086), (0.21666666666666667, 0.073), (8.15, 2.678), (3.533333333333333, 1.034)]","[(6.966666666666667, 3.121), (5.866666666666666, 1.491), (5.983333333333333, 2.511), (0.0, 0.0), (6.016666666666667, 2.273)]","[(3.183333333333333, 1.224), (4.75, 1.973), (3.35, 1.357), (7.916666666666667, 2.565), (0.36666666666666664, 0.121)]"
13,"[(0.15, 0.108), (5.116666666666666, 2.121), (8.85, 3.24), (7.65, 3.469), (13.916666666666666, 5.456)]","[(5.033333333333333, 2.153), (0.25, 0.253), (9.3, 4.105), (4.083333333333333, 1.559), (10.55, 4.352)]","[(5.0, 2.13), (8.9, 3.622), (0.0, 0.0), (8.533333333333333, 3.541), (11.633333333333333, 3.592)]","[(7.95, 3.449), (4.0, 1.556), (8.7, 3.722), (0.0, 0.0), (8.516666666666667, 3.519)]","[(11.333333333333334, 5.142), (9.216666666666667, 4.716), (7.816666666666666, 3.246), (7.966666666666667, 3.35), (0.0, 0.0)]"
14,"[(0.1, 0.035), (5.05, 1.418), (6.216666666666667, 1.807), (7.883333333333334, 2.029), (10.05, 3.18)]","[(4.05, 1.261), (0.0, 0.0), (8.983333333333333, 2.202), (2.816666666666667, 1.062), (15.483333333333333, 3.086)]","[(7.266666666666667, 2.32), (9.083333333333334, 2.139), (0.0, 0.0), (11.533333333333333, 2.933), (3.7333333333333334, 1.38)]","[(5.483333333333333, 1.841), (3.783333333333333, 0.98), (12.25, 3.654), (1.4666666666666666, 0.777), (15.45, 4.211)]","[(5.5, 1.391), (8.683333333333334, 2.764), (4.316666666666666, 1.354), (10.716666666666667, 3.575), (0.35, 0.115)]"
15,"[(0.0, 0.0), (4.183333333333334, 1.909), (9.7, 3.055), (8.183333333333334, 2.364), (11.1, 3.558)]","[(4.15, 1.644), (0.0, 0.0), (9.983333333333333, 2.393), (8.466666666666667, 1.702), (11.35, 2.896)]","[(5.866666666666666, 2.642), (8.133333333333333, 3.234), (0.0, 0.0), (2.1, 1.023), (5.716666666666667, 2.365)]","[(6.766666666666667, 2.757), (7.916666666666667, 3.546), (2.25, 1.04), (0.0, 0.0), (3.3, 1.366)]","[(11.35, 4.061), (12.016666666666667, 4.87), (6.783333333333333, 2.344), (7.066666666666666, 2.082), (0.0, 0.0)]"
16,"[(0.0, 0.0), (5.966666666666667, 1.59), (5.05, 1.532), (9.983333333333333, 2.974), (7.0, 2.202)]","[(5.6, 1.023), (0.0, 0.0), (9.216666666666667, 1.816), (14.016666666666667, 3.084), (11.066666666666666, 2.312)]","[(5.116666666666666, 1.462), (8.333333333333334, 1.983), (0.18333333333333332, 0.07), (12.9, 3.934), (9.933333333333334, 3.162)]","[(7.2, 2.68), (15.216666666666667, 3.897), (12.083333333333334, 4.09), (0.0, 0.0), (4.483333333333333, 1.444)]","[(6.533333333333333, 1.992), (12.116666666666667, 2.846), (11.166666666666666, 3.402), (7.933333333333334, 2.724), (0.0, 0.0)]"
