,0,1,2,3,4
0,"[(0.0, 0.0), (10.433333333333334, 9.954), (12.15, 9.098), (11.183333333333334, 8.818), (15.516666666666667, 11.574)]","[(10.916666666666666, 9.954), (0.0, 0.0), (11.633333333333333, 6.874), (7.4, 4.912), (16.2, 11.895)]","[(12.433333333333334, 9.745), (10.333333333333334, 6.527), (0.0, 0.0), (4.3, 2.474), (9.083333333333334, 5.569)]","[(10.15, 8.668), (7.416666666666667, 4.932), (6.466666666666667, 2.854), (0.0, 0.0), (10.416666666666666, 6.53)]","[(15.016666666666667, 11.328), (15.666666666666666, 11.649), (6.233333333333333, 3.955), (9.95, 6.274), (0.0, 0.0)]"
1,"[(0.0, 0.0), (13.65, 8.159), (3.816666666666667, 1.517), (6.133333333333334, 2.346), (8.2, 3.056)]","[(20.566666666666666, 5.239), (0.0, 0.0), (22.383333333333333, 6.854), (24.7, 7.683), (23.75, 4.943)]","[(3.8833333333333333, 1.58), (15.65, 11.005), (2.183333333333333, 0.872), (4.95, 1.765), (10.05, 3.425)]","[(5.383333333333334, 2.395), (17.1, 11.82), (4.166666666666667, 1.751), (0.0, 0.0), (9.0, 3.39)]","[(8.583333333333334, 3.121), (17.283333333333335, 8.267), (9.65, 3.425), (12.65, 5.457), (6.583333333333333, 2.085)]"
2,"[(0.0, 0.0), (18.75, 7.38), (15.45, 5.231), (5.466666666666667, 1.546), (8.75, 3.559)]","[(15.583333333333334, 7.803), (0.16666666666666666, 0.141), (6.7, 3.123), (10.15, 6.274), (6.1, 4.29)]","[(12.233333333333333, 5.292), (6.1, 2.929), (0.0, 0.0), (9.116666666666667, 4.517), (9.066666666666666, 3.71)]","[(5.616666666666666, 1.89), (12.683333333333334, 7.007), (10.916666666666666, 4.284), (0.0, 0.0), (4.1, 2.204)]","[(8.583333333333334, 3.525), (9.25, 5.202), (7.9, 3.311), (3.566666666666667, 2.095), (0.3333333333333333, 0.222)]"
3,"[(0.5166666666666667, 0.191), (5.816666666666666, 2.01), (12.016666666666667, 4.063), (23.933333333333334, 7.336), (8.466666666666667, 3.081)]","[(7.433333333333334, 2.031), (0.18333333333333332, 0.079), (8.266666666666667, 2.808), (20.25, 6.081), (4.616666666666666, 1.826)]","[(14.3, 3.951), (8.866666666666667, 2.242), (0.23333333333333334, 0.072), (14.933333333333334, 3.209), (7.033333333333333, 2.165)]","[(24.05, 7.86), (17.45, 5.703), (9.766666666666667, 3.76), (0.13333333333333333, 0.081), (15.716666666666667, 6.694)]","[(9.316666666666666, 3.068), (4.05, 2.125), (6.883333333333334, 2.545), (15.85, 5.321), (0.0, 0.0)]"
4,"[(0.0, 0.0), (4.766666666666667, 1.519), (6.616666666666666, 2.034), (2.466666666666667, 0.902), (4.6, 1.748)]","[(4.383333333333334, 1.619), (0.0, 0.0), (8.183333333333334, 1.948), (4.55, 1.58), (6.966666666666667, 2.601)]","[(6.833333333333333, 2.153), (6.933333333333334, 1.839), (0.0, 0.0), (4.566666666666666, 1.29), (4.75, 1.534)]","[(2.3333333333333335, 1.039), (4.75, 1.373), (4.166666666666667, 1.131), (0.4, 0.168), (3.783333333333333, 1.461)]","[(3.45, 1.523), (7.15, 2.604), (3.9166666666666665, 1.588), (2.95, 1.359), (0.0, 0.0)]"
5,"[(0.0, 0.0), (6.333333333333333, 2.143), (2.816666666666667, 1.115), (5.283333333333333, 1.675), (9.816666666666666, 5.69)]","[(5.6, 1.494), (0.23333333333333334, 0.099), (6.166666666666667, 1.898), (8.216666666666667, 1.846), (10.25, 5.074)]","[(3.4166666666666665, 1.161), (7.466666666666667, 2.209), (0.0, 0.0), (3.6666666666666665, 1.393), (11.65, 6.726)]","[(6.6, 1.715), (5.2, 1.131), (5.366666666666666, 1.405), (0.0, 0.0), (11.983333333333333, 6.454)]","[(6.183333333333334, 2.429), (6.816666666666666, 2.399), (6.0, 2.061), (4.4, 1.591), (0.0, 0.0)]"
6,"[(0.0, 0.0), (5.05, 1.561), (4.616666666666666, 1.719), (9.8, 2.899), (10.033333333333333, 4.125)]","[(10.683333333333334, 2.888), (0.7, 0.255), (10.216666666666667, 3.26), (15.633333333333333, 3.997), (16.016666666666666, 5.666)]","[(6.7, 1.735), (12.166666666666666, 3.297), (0.3, 0.092), (13.166666666666666, 3.096), (11.133333333333333, 4.103)]","[(12.566666666666666, 3.288), (17.983333333333334, 4.702), (10.183333333333334, 3.674), (0.16666666666666666, 0.059), (10.516666666666667, 4.725)]","[(12.266666666666667, 4.541), (16.383333333333333, 6.822), (7.133333333333334, 3.361), (14.7, 5.505), (0.0, 0.0)]"
7,"[(0.0, 0.0), (8.766666666666667, 2.737), (12.2, 4.083), (4.783333333333333, 1.583), (15.633333333333333, 4.974)]","[(7.316666666666666, 2.777), (0.0, 0.0), (8.95, 2.191), (6.883333333333334, 1.976), (7.716666666666667, 2.388)]","[(7.866666666666666, 3.745), (9.05, 2.696), (0.0, 0.0), (8.133333333333333, 2.966), (7.166666666666667, 2.653)]","[(6.8, 2.214), (7.2, 1.855), (12.283333333333333, 3.229), (0.0, 0.0), (13.766666666666667, 4.552)]","[(13.85, 4.927), (7.666666666666667, 2.701), (8.633333333333333, 3.186), (14.233333333333333, 4.148), (0.1, 0.032)]"
8,"[(0.0, 0.0), (6.25, 1.863), (5.533333333333333, 1.792), (4.583333333333333, 2.131), (5.6, 1.653)]","[(3.65, 1.245), (0.2, 0.198), (8.583333333333334, 3.038), (3.0166666666666666, 1.906), (9.083333333333334, 2.899)]","[(6.033333333333333, 1.823), (11.883333333333333, 3.658), (0.4666666666666667, 0.147), (10.55, 3.571), (4.65, 1.855)]","[(3.05, 1.604), (6.2, 1.83), (7.283333333333333, 2.697), (0.0, 0.0), (6.4, 2.194)]","[(6.666666666666667, 1.804), (12.05, 3.639), (4.266666666666667, 1.763), (9.966666666666667, 3.509), (0.0, 0.0)]"
9,"[(1.1666666666666667, 0.312), (6.75, 3.067), (10.383333333333333, 5.489), (3.6, 1.841), (6.716666666666667, 3.114)]","[(4.883333333333334, 2.844), (0.0, 0.0), (7.333333333333333, 3.387), (3.85, 2.164), (7.233333333333333, 2.842)]","[(11.4, 4.976), (9.7, 4.272), (0.0, 0.0), (10.6, 5.143), (6.45, 2.396)]","[(3.283333333333333, 1.38), (6.066666666666666, 2.687), (6.983333333333333, 3.743), (0.35, 0.136), (4.533333333333333, 1.526)]","[(5.933333333333334, 2.98), (10.816666666666666, 4.586), (6.65, 2.708), (5.733333333333333, 3.002), (0.0, 0.0)]"
10,"[(0.0, 0.0), (7.7, 3.626), (3.0166666666666666, 1.53), (8.65, 5.416), (8.366666666666667, 2.833)]","[(10.45, 4.275), (0.3333333333333333, 0.214), (10.766666666666667, 4.636), (8.966666666666667, 4.122), (13.35, 5.082)]","[(5.716666666666667, 2.191), (11.0, 4.892), (0.0, 0.0), (6.633333333333334, 4.388), (11.383333333333333, 4.099)]","[(11.816666666666666, 5.566), (9.516666666666667, 4.975), (8.016666666666667, 4.533), (0.75, 0.454), (16.783333333333335, 6.909)]","[(7.966666666666667, 3.435), (10.216666666666667, 6.127), (9.683333333333334, 4.213), (14.033333333333333, 6.896), (0.0, 0.0)]"
11,"[(0.0, 0.0), (3.15, 1.118), (5.566666666666666, 1.779), (7.333333333333333, 2.28), (4.05, 1.323)]","[(2.35, 0.911), (0.26666666666666666, 0.069), (4.383333333333334, 1.637), (6.15, 2.138), (2.15, 0.665)]","[(5.1, 1.799), (3.183333333333333, 1.276), (0.0, 0.0), (2.683333333333333, 1.115), (4.116666666666666, 1.649)]","[(8.916666666666666, 2.374), (6.133333333333334, 2.055), (2.683333333333333, 0.778), (0.3333333333333333, 0.12), (7.033333333333333, 2.428)]","[(4.683333333333334, 1.348), (1.4833333333333334, 0.617), (4.333333333333333, 1.855), (6.1, 2.356), (0.0, 0.0)]"
12,"[(0.0, 0.0), (5.833333333333333, 2.339), (2.3833333333333333, 1.067), (7.933333333333334, 3.116), (3.3333333333333335, 1.287)]","[(5.233333333333333, 2.352), (0.0, 0.0), (3.8833333333333333, 1.493), (5.466666666666667, 1.217), (3.95, 1.255)]","[(3.3333333333333335, 1.155), (5.666666666666667, 2.086), (0.21666666666666667, 0.073), (6.666666666666667, 2.432), (3.2666666666666666, 1.034)]","[(7.7, 3.121), (6.133333333333334, 1.491), (6.816666666666666, 2.508), (0.0, 0.0), (6.883333333333334, 2.27)]","[(3.683333333333333, 1.224), (5.733333333333333, 1.973), (3.45, 1.357), (7.85, 2.75), (0.36666666666666664, 0.121)]"
13,"[(0.15, 0.108), (5.183333333333334, 2.121), (9.566666666666666, 3.24), (7.816666666666666, 3.469), (14.8, 5.456)]","[(5.05, 2.153), (0.25, 0.253), (11.016666666666667, 4.105), (4.4, 1.559), (12.433333333333334, 4.352)]","[(4.866666666666666, 2.13), (8.866666666666667, 3.622), (0.0, 0.0), (9.4, 3.826), (11.433333333333334, 3.592)]","[(7.883333333333334, 3.449), (3.9833333333333334, 1.556), (9.566666666666666, 3.722), (0.0, 0.0), (8.9, 3.519)]","[(11.85, 5.095), (8.866666666666667, 4.18), (9.4, 3.246), (7.666666666666667, 3.35), (0.0, 0.0)]"
14,"[(0.1, 0.035), (5.283333333333333, 1.418), (8.933333333333334, 1.81), (8.283333333333333, 2.029), (12.866666666666667, 2.905)]","[(3.783333333333333, 1.261), (0.0, 0.0), (8.716666666666667, 2.292), (3.5166666666666666, 1.062), (12.05, 3.387)]","[(6.066666666666666, 2.32), (8.85, 2.139), (0.1, 0.036), (11.316666666666666, 2.933), (3.7333333333333334, 1.413)]","[(5.266666666666667, 1.841), (3.8, 0.98), (11.05, 3.654), (1.5, 0.777), (14.4, 4.237)]","[(5.25, 1.391), (10.0, 2.833), (4.3, 1.354), (11.883333333333333, 3.433), (0.35, 0.115)]"
15,"[(0.0, 0.0), (4.516666666666667, 2.123), (8.383333333333333, 2.984), (6.733333333333333, 2.293), (9.066666666666666, 3.487)]","[(4.116666666666666, 1.644), (0.0, 0.0), (9.0, 2.393), (7.616666666666666, 1.702), (10.0, 2.896)]","[(5.933333333333334, 2.642), (9.183333333333334, 4.105), (0.0, 0.0), (2.183333333333333, 1.023), (5.266666666666667, 2.365)]","[(6.9, 2.757), (7.683333333333334, 3.546), (2.3666666666666667, 1.04), (0.0, 0.0), (2.9, 1.366)]","[(12.966666666666667, 4.234), (12.016666666666667, 4.87), (8.433333333333334, 2.517), (7.066666666666666, 2.082), (0.0, 0.0)]"
16,"[(0.0, 0.0), (5.233333333333333, 1.339), (4.3, 1.532), (8.183333333333334, 2.974), (5.183333333333334, 2.202)]","[(4.2, 1.023), (0.0, 0.0), (7.6, 1.816), (10.75, 3.084), (7.8, 2.312)]","[(5.85, 1.462), (7.9, 1.732), (0.16666666666666666, 0.07), (12.316666666666666, 3.934), (9.3, 3.162)]","[(7.333333333333333, 2.68), (12.283333333333333, 3.897), (11.4, 4.09), (0.0, 0.0), (5.033333333333333, 1.444)]","[(5.966666666666667, 1.992), (10.783333333333333, 3.209), (9.833333333333334, 3.402), (7.566666666666666, 2.724), (0.0, 0.0)]"
17,"[(0.0, 0.0), (4.966666666666667, 2.345), (8.233333333333333, 2.686), (12.316666666666666, 4.831), (7.75, 3.222)]","[(5.666666666666667, 2.642), (0.0, 0.0), (10.7, 4.333), (15.483333333333333, 5.794), (5.966666666666667, 3.177)]","[(6.066666666666666, 1.975), (8.333333333333334, 3.283), (0.0, 0.0), (10.0, 3.529), (7.283333333333333, 2.627)]","[(11.883333333333333, 4.816), (14.8, 5.796), (6.7, 3.214), (0.0, 0.0), (9.75, 4.297)]","[(9.866666666666667, 3.722), (5.683333333333334, 3.653), (6.716666666666667, 2.678), (10.433333333333334, 4.313), (0.0, 0.0)]"
