,rand_point,COMMUNE,POP_TOT,MENAGES,AREA,DENSITE,DENS_URB,DENS_RUR,Shape_Area,Shape_Leng,NUMTram_St,NUMBus_Sta,Leng_Prima,Count_Prim,Leng_Secon,Count_Seco,Num_Speed_,Leng_Motor,Count_Moto,Zone_Area,Indu_Area,Commercial,residencia,Park_Area,University,Parking_Ar,geometry,address
82,82.0,Sidi Belyout,175098.140625,37642.0,831397.125,13853.3720703125,5695.75341796875,0.0,0.000778647547122,0.165960997343063,14.0,67.0,21716.608478985956,171.0,15688.371862120377,111.0,0.0,2844.940253071774,4.0,8356614.6,1243868.21,0.0,39120015.34,344758.31,3683.37,16057.93,POINT (-7.613627716591679 33.57536825717185),"Grande Pharmacie de Liebonne, Rue Abdeslam Khattabi, arrondissement de Mers Sultan مقاطعة مرس السلطان, préfecture d’arrondissements Al Fida-Mers Sultan عمالة مقاطعات الفداء مرس السلطان, Préfecture de Casablanca عمالة الدار البيضاء, Casablanca-Settat ⵜⵉⴳⵎⵉ ⵜⵓⵎⵍⵉⵍⵜ-ⵙⵟⵟⴰⵜ الدار البيضاء-سطات, 20503, Maroc / ⵍⵎⵖⵔⵉⴱ / المغرب"
83,83.0,Sidi Belyout,175098.140625,37642.0,831397.125,13853.3720703125,5695.75341796875,0.0,0.000778647547122,0.165960997343063,14.0,67.0,21716.608478985956,171.0,15688.371862120377,111.0,0.0,2844.940253071774,4.0,8356614.6,1243868.21,0.0,39120015.34,344758.31,3683.37,16057.93,POINT (-7.606751964214563 33.60482811557522),"Shuttle Bus, Boulevard Moulay Abderrahmane, Casablanca ⵜⵉⴳⵎⵉ ⵜⵓⵎⵍⵉⵍⵜ الدار البيضاء, préfecture d'arrondissements de Casablanca-Anfa عمالة مقاطعات الدار البيضاء أنفا, Préfecture de Casablanca عمالة الدار البيضاء, Casablanca-Settat ⵜⵉⴳⵎⵉ ⵜⵓⵎⵍⵉⵍⵜ-ⵙⵟⵟⴰⵜ الدار البيضاء-سطات, 20080, Maroc / ⵍⵎⵖⵔⵉⴱ / المغرب"
84,84.0,Sidi Belyout,175098.140625,37642.0,831397.125,13853.3720703125,5695.75341796875,0.0,0.000778647547122,0.165960997343063,14.0,67.0,21716.608478985956,171.0,15688.371862120377,111.0,0.0,2844.940253071774,4.0,8356614.6,1243868.21,0.0,39120015.34,344758.31,3683.37,16057.93,POINT (-7.60026293900983 33.59542479531202),"Mogador Marina, Rue Aït Ba Amrane, Roches-Noires ⵙⵓⵅⵓⵔ ⵙⴰⵡⴷⴰ الصخور السوداء, Casablanca ⵜⵉⴳⵎⵉ ⵜⵓⵎⵍⵉⵍⵜ الدار البيضاء, préfecture d'arrondissements d'Aïn Sebaâ-Hay Mohammadi عمالة مقاطعات عين السبع الحي المحمدي, Préfecture de Casablanca عمالة الدار البيضاء, Casablanca-Settat ⵜⵉⴳⵎⵉ ⵜⵓⵎⵍⵉⵍⵜ-ⵙⵟⵟⴰⵜ الدار البيضاء-سطات, 20250, Maroc / ⵍⵎⵖⵔⵉⴱ / المغرب"
85,85.0,Sidi Moumen,117839.0,19653.333984375,751453.3125,11900.1279296875,12289.939453125,0.0,0.001019980874844,0.165577039122581,14.0,28.0,9802.00284680915,19.0,6173.382420144778,35.0,1.0,4791.593144785294,8.0,10503610.11,88562.04,0.0,16262771.799999999,76184.87000000001,0.0,28609.64,POINT (-7.538376617942674 33.56772744705182),"Groupe 4 Moulay Rachid, , Cite Almadina Aljadida, Moulay Rachid ⵎⵓⵍⴰⵢ ⵔⵛⵉⴷ مولاي رشيد, Casablanca ⵜⵉⴳⵎⵉ ⵜⵓⵎⵍⵉⵍⵜ الدار البيضاء, Pachalik de Casablanca, Préfecture de Casablanca عمالة الدار البيضاء, Casablanca-Settat ⵜⵉⴳⵎⵉ ⵜⵓⵎⵍⵉⵍⵜ-ⵙⵟⵟⴰⵜ الدار البيضاء-سطات, 20660, Maroc / ⵍⵎⵖⵔⵉⴱ / المغرب"
86,86.0,Sidi Moumen,117839.0,19653.333984375,751453.3125,11900.1279296875,12289.939453125,0.0,0.001019980874844,0.165577039122581,14.0,28.0,9802.00284680915,19.0,6173.382420144778,35.0,1.0,4791.593144785294,8.0,10503610.11,88562.04,0.0,16262771.799999999,76184.87000000001,0.0,28609.64,POINT (-7.520723345748707 33.5569487310012),"Lahraouiyine ⵍⵀⵔⴰⵡⵉⵢⵉⵏ الهراويين, Lahraouyine الهراويين, Pachalik de Lahraouyine, Province de Médiouna إقليم مديونة, Casablanca-Settat ⵜⵉⴳⵎⵉ ⵜⵓⵎⵍⵉⵍⵜ-ⵙⵟⵟⴰⵜ الدار البيضاء-سطات, 20606, Maroc / ⵍⵎⵖⵔⵉⴱ / المغرب"
87,87.0,Sidi Moumen,117839.0,19653.333984375,751453.3125,11900.1279296875,12289.939453125,0.0,0.001019980874844,0.165577039122581,14.0,28.0,9802.00284680915,19.0,6173.382420144778,35.0,1.0,4791.593144785294,8.0,10503610.11,88562.04,0.0,16262771.799999999,76184.87000000001,0.0,28609.64,POINT (-7.523572048700261 33.57605088570696),"Noor City, arrondissement de Sidi Moumen مقاطعة سيدي مومن, préfecture d'arrondissements de Sidi Bernoussi عمالة مقاطعات سيدي البرنوصي, Préfecture de Casablanca عمالة الدار البيضاء, Casablanca-Settat ⵜⵉⴳⵎⵉ ⵜⵓⵎⵍⵉⵍⵜ-ⵙⵟⵟⴰⵜ الدار البيضاء-سطات, 20075, Maroc / ⵍⵎⵖⵔⵉⴱ / المغرب"
88,88.0,Sidi Moumen,117839.0,19653.333984375,751453.3125,11900.1279296875,12289.939453125,0.0,0.001019980874844,0.165577039122581,14.0,28.0,9802.00284680915,19.0,6173.382420144778,35.0,1.0,4791.593144785294,8.0,10503610.11,88562.04,0.0,16262771.799999999,76184.87000000001,0.0,28609.64,POINT (-7.498495565389914 33.59132300451878),"Anassi اناسي, Sidi Moumen ⵙⵉⴷⵉ ⵎⵓⵎⴰⵏ سيدي مومن, arrondissement de Sidi Moumen مقاطعة سيدي مومن, préfecture d'arrondissements de Sidi Bernoussi عمالة مقاطعات سيدي البرنوصي, Préfecture de Casablanca عمالة الدار البيضاء, Casablanca-Settat ⵜⵉⴳⵎⵉ ⵜⵓⵎⵍⵉⵍⵜ-ⵙⵟⵟⴰⵜ الدار البيضاء-سطات, 20046, Maroc / ⵍⵎⵖⵔⵉⴱ / المغرب"
89,89.0,Sidi Moumen,117839.0,19653.333984375,751453.3125,11900.1279296875,12289.939453125,0.0,0.001019980874844,0.165577039122581,14.0,28.0,9802.00284680915,19.0,6173.382420144778,35.0,1.0,4791.593144785294,8.0,10503610.11,88562.04,0.0,16262771.799999999,76184.87000000001,0.0,28609.64,POINT (-7.507467292373912 33.56611830052119),"Boulevard Okba Bnou Nafie, Lahraouiyine ⵍⵀⵔⴰⵡⵉⵢⵉⵏ الهراويين, Lahraouyine الهراويين, Pachalik de Lahraouyine, Province de Médiouna إقليم مديونة, Casablanca-Settat ⵜⵉⴳⵎⵉ ⵜⵓⵎⵍⵉⵍⵜ-ⵙⵟⵟⴰⵜ الدار البيضاء-سطات, 20606, Maroc / ⵍⵎⵖⵔⵉⴱ / المغرب"
90,90.0,Sidi Othmane,102278.0,17241.76953125,536292.6875,19805.888671875,19454.123046875,0.0,0.000685612496454,0.108877070248127,0.0,33.0,3831.5947983516544,9.0,11803.51197165609,64.0,0.0,3055.0959825670734,4.0,7148627.18,14434.29,0.0,28551453.97,512919.54000000004,11626.17,0.0,POINT (-7.566569000859778 33.54000184138823),"Avenue Mekdad Lahrizi, Salmia 1, Sbata ⵙⴱⴰⵜⴰ سباتة, arrondissement de Sbata مقاطعة سباتة, préfecture d'arrondissements de Ben M'sick, Préfecture de Casablanca عمالة الدار البيضاء, Casablanca-Settat ⵜⵉⴳⵎⵉ ⵜⵓⵎⵍⵉⵍⵜ-ⵙⵟⵟⴰⵜ الدار البيضاء-سطات, 20045, Maroc / ⵍⵎⵖⵔⵉⴱ / المغرب"
91,91.0,Sidi Othmane,102278.0,17241.76953125,536292.6875,19805.888671875,19454.123046875,0.0,0.000685612496454,0.108877070248127,0.0,33.0,3831.5947983516544,9.0,11803.51197165609,64.0,0.0,3055.0959825670734,4.0,7148627.18,14434.29,0.0,28551453.97,512919.54000000004,11626.17,0.0,POINT (-7.551319477738232 33.53057392844227),"Sbata ⵙⴱⴰⵜⴰ سباتة, arrondissement de Sbata مقاطعة سباتة, Caïdat de Médiouna قيادة مديونة, préfecture d'arrondissements de Ben M'sick, Préfecture de Casablanca عمالة الدار البيضاء, Casablanca-Settat ⵜⵉⴳⵎⵉ ⵜⵓⵎⵍⵉⵍⵜ-ⵙⵟⵟⴰⵜ الدار البيضاء-سطات, 20700, Maroc / ⵍⵎⵖⵔⵉⴱ / المغرب"
92,92.0,Sidi Othmane,102278.0,17241.76953125,536292.6875,19805.888671875,19454.123046875,0.0,0.000685612496454,0.108877070248127,0.0,33.0,3831.5947983516544,9.0,11803.51197165609,64.0,0.0,3055.0959825670734,4.0,7148627.18,14434.29,0.0,28551453.97,512919.54000000004,11626.17,0.0,POINT (-7.550803477680963 33.53920657518655),"Rue 22 زنقة, Salmia 2, Sbata ⵙⴱⴰⵜⴰ سباتة, arrondissement de Sbata مقاطعة سباتة, préfecture d'arrondissements de Ben M'sick, Préfecture de Casablanca عمالة الدار البيضاء, Casablanca-Settat ⵜⵉⴳⵎⵉ ⵜⵓⵎⵍⵉⵍⵜ-ⵙⵟⵟⴰⵜ الدار البيضاء-سطات, 20453, Maroc / ⵍⵎⵖⵔⵉⴱ / المغرب"
93,93.0,Sidi Othmane,102278.0,17241.76953125,536292.6875,19805.888671875,19454.123046875,0.0,0.000685612496454,0.108877070248127,0.0,33.0,3831.5947983516544,9.0,11803.51197165609,64.0,0.0,3055.0959825670734,4.0,7148627.18,14434.29,0.0,28551453.97,512919.54000000004,11626.17,0.0,POINT (-7.572127531430779 33.54515394347516),"Rue 57, Jamila 5, Sbata ⵙⴱⴰⵜⴰ سباتة, arrondissement de Sbata مقاطعة سباتة, préfecture d'arrondissements de Ben M'sick, Préfecture de Casablanca عمالة الدار البيضاء, Casablanca-Settat ⵜⵉⴳⵎⵉ ⵜⵓⵎⵍⵉⵍⵜ-ⵙⵟⵟⴰⵜ الدار البيضاء-سطات, 20045, Maroc / ⵍⵎⵖⵔⵉⴱ / المغرب"
94,94.0,Sidi Othmane,102278.0,17241.76953125,536292.6875,19805.888671875,19454.123046875,0.0,0.000685612496454,0.108877070248127,0.0,33.0,3831.5947983516544,9.0,11803.51197165609,64.0,0.0,3055.0959825670734,4.0,7148627.18,14434.29,0.0,28551453.97,512919.54000000004,11626.17,0.0,POINT (-7.568674522035255 33.55418715357771),"Boulevard Mohamed Bouziane, Hay Salama 3, Sidi Othmane ⵙⵉⴷⵉ ⵄⵓⵜⵎⴰⵏ سيدي عثمان, arrondissement de Sidi Othmane مقاطعة سيدي عثمان, préfecture d'arrondissements de Moulay Rachid, Préfecture de Casablanca عمالة الدار البيضاء, Casablanca-Settat ⵜⵉⴳⵎⵉ ⵜⵓⵎⵍⵉⵍⵜ-ⵙⵟⵟⴰⵜ الدار البيضاء-سطات, 20670, Maroc / ⵍⵎⵖⵔⵉⴱ / المغرب"
95,95.0,Ahl Laghlam,22926.0,3735.0,754529.9999999999,1950.4000244140625,1950.4000244140625,0.0,0.001067569712177,0.134314149618149,0.0,9.0,2575.2953138537428,13.0,0.0,0.0,0.0,6588.90615940446,5.0,10993811.750000002,140944.9,0.0,0.0,0.0,0.0,0.0,POINT (-7.490296996018019 33.57570591621428),"Anassi اناسي, Sidi Moumen ⵙⵉⴷⵉ ⵎⵓⵎⴰⵏ سيدي مومن, arrondissement de Sidi Moumen مقاطعة سيدي مومن, préfecture d'arrondissements de Sidi Bernoussi عمالة مقاطعات سيدي البرنوصي, Préfecture de Casablanca عمالة الدار البيضاء, Casablanca-Settat ⵜⵉⴳⵎⵉ ⵜⵓⵎⵍⵉⵍⵜ-ⵙⵟⵟⴰⵜ الدار البيضاء-سطات, 20046, Maroc / ⵍⵎⵖⵔⵉⴱ / المغرب"
96,96.0,Ahl Laghlam,22926.0,3735.0,754529.9999999999,1950.4000244140625,1950.4000244140625,0.0,0.001067569712177,0.134314149618149,0.0,9.0,2575.2953138537428,13.0,0.0,0.0,0.0,6588.90615940446,5.0,10993811.750000002,140944.9,0.0,0.0,0.0,0.0,0.0,POINT (-7.47070849767485 33.5837260215815),"Chellalate ⵛⵍⵍⴰⵍⴰⵜ الشلالات, caïdat de Zenata, Pachalik de Chellalate, Préfecture de Mohammédia عمالة المحمدية, Casablanca-Settat ⵜⵉⴳⵎⵉ ⵜⵓⵎⵍⵉⵍⵜ-ⵙⵟⵟⴰⵜ الدار البيضاء-سطات, 20603, Maroc / ⵍⵎⵖⵔⵉⴱ / المغرب"
97,97.0,Ahl Laghlam,22926.0,3735.0,754529.9999999999,1950.4000244140625,1950.4000244140625,0.0,0.001067569712177,0.134314149618149,0.0,9.0,2575.2953138537428,13.0,0.0,0.0,0.0,6588.90615940446,5.0,10993811.750000002,140944.9,0.0,0.0,0.0,0.0,0.0,POINT (-7.494011307440987 33.58291360926834),"Anassi اناسي, Sidi Moumen ⵙⵉⴷⵉ ⵎⵓⵎⴰⵏ سيدي مومن, arrondissement de Sidi Moumen مقاطعة سيدي مومن, préfecture d'arrondissements de Sidi Bernoussi عمالة مقاطعات سيدي البرنوصي, Préfecture de Casablanca عمالة الدار البيضاء, Casablanca-Settat ⵜⵉⴳⵎⵉ ⵜⵓⵎⵍⵉⵍⵜ-ⵙⵟⵟⴰⵜ الدار البيضاء-سطات, 20046, Maroc / ⵍⵎⵖⵔⵉⴱ / المغرب"
98,98.0,Ahl Laghlam,22926.0,3735.0,754529.9999999999,1950.4000244140625,1950.4000244140625,0.0,0.001067569712177,0.134314149618149,0.0,9.0,2575.2953138537428,13.0,0.0,0.0,0.0,6588.90615940446,5.0,10993811.750000002,140944.9,0.0,0.0,0.0,0.0,0.0,POINT (-7.475566773089598 33.57056767323311),"Sidi Hajjaj Oued Hassar ⵙⵉⴷⵉ ⵃⵊⵊⴰⵊ ⵡⴰⴷ ⵃⵚⵚⵕ سيدي حجاج واد حصار, caïdat de Tit Mellil, cercle de Tit Mellil, Province de Médiouna إقليم مديونة, Casablanca-Settat ⵜⵉⴳⵎⵉ ⵜⵓⵎⵍⵉⵍⵜ-ⵙⵟⵟⴰⵜ الدار البيضاء-سطات, 29642, Maroc / ⵍⵎⵖⵔⵉⴱ / المغرب"
99,99.0,Ahl Laghlam,22926.0,3735.0,754529.9999999999,1950.4000244140625,1950.4000244140625,0.0,0.001067569712177,0.134314149618149,0.0,9.0,2575.2953138537428,13.0,0.0,0.0,0.0,6588.90615940446,5.0,10993811.750000002,140944.9,0.0,0.0,0.0,0.0,0.0,POINT (-7.492517639381455 33.5638687006217),"Autoroute Rabat - Safi طرق السيارات الرباط - آسفي, Hay el Wahda, Lahraouiyine ⵍⵀⵔⴰⵡⵉⵢⵉⵏ الهراويين, Lahraouyine الهراويين, caïdat de Tit Mellil, Pachalik de Lahraouyine, Province de Médiouna إقليم مديونة, Casablanca-Settat ⵜⵉⴳⵎⵉ ⵜⵓⵎⵍⵉⵍⵜ-ⵙⵟⵟⴰⵜ الدار البيضاء-سطات, 29004, Maroc / ⵍⵎⵖⵔⵉⴱ / المغرب"
100,100.0,Sidi Bernoussi,151863.90625,27067.908203124996,395802.71875,10197.641601562498,10197.641601562498,0.0,0.001390232820995,0.166434124112129,6.0,53.0,7672.6497098544905,21.0,8293.771169901962,27.0,0.0,14789.35648695618,29.0,14310266.1,4845999.24,0.0,44125501.49,207340.55000000002,0.0,47605.369999999995,POINT (-7.490987136387706 33.59683807186567),"Boulevard Ahl Loghlam, arrondissement de Sidi Moumen مقاطعة سيدي مومن, préfecture d'arrondissements de Sidi Bernoussi عمالة مقاطعات سيدي البرنوصي, Préfecture de Casablanca عمالة الدار البيضاء, Casablanca-Settat ⵜⵉⴳⵎⵉ ⵜⵓⵎⵍⵉⵍⵜ-ⵙⵟⵟⴰⵜ الدار البيضاء-سطات, 20603, Maroc / ⵍⵎⵖⵔⵉⴱ / المغرب"
101,101.0,Sidi Bernoussi,151863.90625,27067.908203124996,395802.71875,10197.641601562498,10197.641601562498,0.0,0.001390232820995,0.166434124112129,6.0,53.0,7672.6497098544905,21.0,8293.771169901962,27.0,0.0,14789.35648695618,29.0,14310266.1,4845999.24,0.0,44125501.49,207340.55000000002,0.0,47605.369999999995,POINT (-7.49674883841787 33.61952113603591),"Sidi Bernoussi ⵙⵉⴷⵉ ⵍⴱⵔⵏⵓⵚⵉ سيدي البرنوصي, arrondissement de Sidi Bernoussi مقاطعة سيدي البرنوصي, préfecture d'arrondissements de Sidi Bernoussi عمالة مقاطعات سيدي البرنوصي, Préfecture de Casablanca عمالة الدار البيضاء, Casablanca-Settat ⵜⵉⴳⵎⵉ ⵜⵓⵎⵍⵉⵍⵜ-ⵙⵟⵟⴰⵜ الدار البيضاء-سطات, 20604, Maroc / ⵍⵎⵖⵔⵉⴱ / المغرب"
102,102.0,Sidi Bernoussi,151863.90625,27067.908203124996,395802.71875,10197.641601562498,10197.641601562498,0.0,0.001390232820995,0.166434124112129,6.0,53.0,7672.6497098544905,21.0,8293.771169901962,27.0,0.0,14789.35648695618,29.0,14310266.1,4845999.24,0.0,44125501.49,207340.55000000002,0.0,47605.369999999995,POINT (-7.516339098538356 33.62366627151335),"Cerphos, Boulevard de Détroit, Zone Industriele de Sidi Bernoussi, Sidi Bernoussi ⵙⵉⴷⵉ ⵍⴱⵔⵏⵓⵚⵉ سيدي البرنوصي, Casablanca ⵜⵉⴳⵎⵉ ⵜⵓⵎⵍⵉⵍⵜ الدار البيضاء, Pachalik de Casablanca, Préfecture de Casablanca عمالة الدار البيضاء, Casablanca-Settat ⵜⵉⴳⵎⵉ ⵜⵓⵎⵍⵉⵍⵜ-ⵙⵟⵟⴰⵜ الدار البيضاء-سطات, 20605, Maroc / ⵍⵎⵖⵔⵉⴱ / المغرب"
103,103.0,Sidi Bernoussi,151863.90625,27067.908203124996,395802.71875,10197.641601562498,10197.641601562498,0.0,0.001390232820995,0.166434124112129,6.0,53.0,7672.6497098544905,21.0,8293.771169901962,27.0,0.0,14789.35648695618,29.0,14310266.1,4845999.24,0.0,44125501.49,207340.55000000002,0.0,47605.369999999995,POINT (-7.507067388215285 33.5983133041713),"arrondissement de Sidi Moumen مقاطعة سيدي مومن, préfecture d'arrondissements de Sidi Bernoussi عمالة مقاطعات سيدي البرنوصي, Préfecture de Casablanca عمالة الدار البيضاء, Casablanca-Settat ⵜⵉⴳⵎⵉ ⵜⵓⵎⵍⵉⵍⵜ-ⵙⵟⵟⴰⵜ الدار البيضاء-سطات, 20046, Maroc / ⵍⵎⵖⵔⵉⴱ / المغرب"
104,104.0,Sidi Bernoussi,151863.90625,27067.908203124996,395802.71875,10197.641601562498,10197.641601562498,0.0,0.001390232820995,0.166434124112129,6.0,53.0,7672.6497098544905,21.0,8293.771169901962,27.0,0.0,14789.35648695618,29.0,14310266.1,4845999.24,0.0,44125501.49,207340.55000000002,0.0,47605.369999999995,POINT (-7.508214790020274 33.6254822778288),"Boulevard Al Bina, Zone Industriele de Sidi Bernoussi, Sidi Bernoussi ⵙⵉⴷⵉ ⵍⴱⵔⵏⵓⵚⵉ سيدي البرنوصي, arrondissement de Sidi Bernoussi مقاطعة سيدي البرنوصي, préfecture d'arrondissements de Sidi Bernoussi عمالة مقاطعات سيدي البرنوصي, Préfecture de Casablanca عمالة الدار البيضاء, Casablanca-Settat ⵜⵉⴳⵎⵉ ⵜⵓⵎⵍⵉⵍⵜ-ⵙⵟⵟⴰⵜ الدار البيضاء-سطات, 20605, Maroc / ⵍⵎⵖⵔⵉⴱ / المغرب"
105,105.0,Ain Harrouda,27741.0,4839.0,892140.0,1327.8199462890625,1327.8199462890625,0.0,0.002607586560771,0.24841083586216,0.0,13.0,2816.807153042769,4.0,0.0,0.0,1.0,5249.450692957153,4.0,26831957.89,1854275.37,0.0,0.0,61764.54,0.0,0.0,POINT (-7.457180427090425 33.64718985604458),"RP3017, Ain Harrouda عين حرودة, Pachalik de Ain Harrouda, Préfecture de Mohammédia عمالة المحمدية, Casablanca-Settat ⵜⵉⴳⵎⵉ ⵜⵓⵎⵍⵉⵍⵜ-ⵙⵟⵟⴰⵜ الدار البيضاء-سطات, 28632, Maroc / ⵍⵎⵖⵔⵉⴱ / المغرب"
106,106.0,Ain Harrouda,27741.0,4839.0,892140.0,1327.8199462890625,1327.8199462890625,0.0,0.002607586560771,0.24841083586216,0.0,13.0,2816.807153042769,4.0,0.0,0.0,1.0,5249.450692957153,4.0,26831957.89,1854275.37,0.0,0.0,61764.54,0.0,0.0,POINT (-7.452339628729277 33.62789211306954),"RN9, Ain Harrouda عين حرودة, Pachalik de Ain Harrouda, Préfecture de Mohammédia عمالة المحمدية, Casablanca-Settat ⵜⵉⴳⵎⵉ ⵜⵓⵎⵍⵉⵍⵜ-ⵙⵟⵟⴰⵜ الدار البيضاء-سطات, 28630, Maroc / ⵍⵎⵖⵔⵉⴱ / المغرب"
107,107.0,Ain Harrouda,27741.0,4839.0,892140.0,1327.8199462890625,1327.8199462890625,0.0,0.002607586560771,0.24841083586216,0.0,13.0,2816.807153042769,4.0,0.0,0.0,1.0,5249.450692957153,4.0,26831957.89,1854275.37,0.0,0.0,61764.54,0.0,0.0,POINT (-7.445133740030889 33.65142425705229),"Ain Harrouda عين حرودة, Pachalik de Ain Harrouda, Préfecture de Mohammédia عمالة المحمدية, Casablanca-Settat ⵜⵉⴳⵎⵉ ⵜⵓⵎⵍⵉⵍⵜ-ⵙⵟⵟⴰⵜ الدار البيضاء-سطات, 28632, Maroc / ⵍⵎⵖⵔⵉⴱ / المغرب"
108,108.0,Ain Harrouda,27741.0,4839.0,892140.0,1327.8199462890625,1327.8199462890625,0.0,0.002607586560771,0.24841083586216,0.0,13.0,2816.807153042769,4.0,0.0,0.0,1.0,5249.450692957153,4.0,26831957.89,1854275.37,0.0,0.0,61764.54,0.0,0.0,POINT (-7.449439223058281 33.63654928610504),"RN9, Ain Harrouda عين حرودة, Pachalik de Ain Harrouda, Préfecture de Mohammédia عمالة المحمدية, Casablanca-Settat ⵜⵉⴳⵎⵉ ⵜⵓⵎⵍⵉⵍⵜ-ⵙⵟⵟⴰⵜ الدار البيضاء-سطات, 28632, Maroc / ⵍⵎⵖⵔⵉⴱ / المغرب"
109,109.0,Ain Harrouda,27741.0,4839.0,892140.0,1327.8199462890625,1327.8199462890625,0.0,0.002607586560771,0.24841083586216,0.0,13.0,2816.807153042769,4.0,0.0,0.0,1.0,5249.450692957153,4.0,26831957.89,1854275.37,0.0,0.0,61764.54,0.0,0.0,POINT (-7.481530279613996 33.62444013010303),"arrondissement de Sidi Bernoussi مقاطعة سيدي البرنوصي, préfecture d'arrondissements de Sidi Bernoussi عمالة مقاطعات سيدي البرنوصي, Préfecture de Casablanca عمالة الدار البيضاء, Casablanca-Settat ⵜⵉⴳⵎⵉ ⵜⵓⵎⵍⵉⵍⵜ-ⵙⵟⵟⴰⵜ الدار البيضاء-سطات, 200000, Maroc / ⵍⵎⵖⵔⵉⴱ / المغرب"
110,110.0,Moulay Youssef,88758.46875,17080.8828125,473553.25,12660.2099609375,12660.2099609375,0.0,0.000349612091668,0.158626869320869,0.0,19.0,11759.860024863281,59.0,7008.58575507459,38.0,0.0,4526.71034864061,20.0,3599081.27,168018.36,1215.52,36680535.160000004,34024.53,0.0,23493.08,POINT (-7.634421075102676 33.59958307991021),"Pneu réparation, Boulevard de Bordeaux, Sidi Belyout ⵙⵉⴷⵉ ⴱⵍⵢⵓⵟ سيدي بليوط, arrondissement de Sidi Belyout مقاطعة سيدي بليوط, Pachalik de Casablanca, Préfecture de Casablanca عمالة الدار البيضاء, Casablanca-Settat ⵜⵉⴳⵎⵉ ⵜⵓⵎⵍⵉⵍⵜ-ⵙⵟⵟⴰⵜ الدار البيضاء-سطات, 20040, Maroc / ⵍⵎⵖⵔⵉⴱ / المغرب"
111,111.0,Moulay Youssef,88758.46875,17080.8828125,473553.25,12660.2099609375,12660.2099609375,0.0,0.000349612091668,0.158626869320869,0.0,19.0,11759.860024863281,59.0,7008.58575507459,38.0,0.0,4526.71034864061,20.0,3599081.27,168018.36,1215.52,36680535.160000004,34024.53,0.0,23493.08,POINT (-7.619358756790684 33.60559831974439),"ميناء الدار البيضاء Port de Casablanca, Sidi Belyout ⵙⵉⴷⵉ ⴱⵍⵢⵓⵟ سيدي بليوط, Casablanca ⵜⵉⴳⵎⵉ ⵜⵓⵎⵍⵉⵍⵜ الدار البيضاء, Pachalik de Casablanca, Préfecture de Casablanca عمالة الدار البيضاء, Casablanca-Settat ⵜⵉⴳⵎⵉ ⵜⵓⵎⵍⵉⵍⵜ-ⵙⵟⵟⴰⵜ الدار البيضاء-سطات, 20004, Maroc / ⵍⵎⵖⵔⵉⴱ / المغرب"
112,112.0,Moulay Youssef,88758.46875,17080.8828125,473553.25,12660.2099609375,12660.2099609375,0.0,0.000349612091668,0.158626869320869,0.0,19.0,11759.860024863281,59.0,7008.58575507459,38.0,0.0,4526.71034864061,20.0,3599081.27,168018.36,1215.52,36680535.160000004,34024.53,0.0,23493.08,POINT (-7.628564980019771 33.60534333123121),"Parc des expositions, Derb Tazi Rue 1, Sour Jdid السور الجديد, Casablanca ⵜⵉⴳⵎⵉ ⵜⵓⵎⵍⵉⵍⵜ الدار البيضاء, Pachalik de Casablanca, Préfecture de Casablanca عمالة الدار البيضاء, Casablanca-Settat ⵜⵉⴳⵎⵉ ⵜⵓⵎⵍⵉⵍⵜ-ⵙⵟⵟⴰⵜ الدار البيضاء-سطات, 20000, Maroc / ⵍⵎⵖⵔⵉⴱ / المغرب"
113,113.0,Moulay Youssef,88758.46875,17080.8828125,473553.25,12660.2099609375,12660.2099609375,0.0,0.000349612091668,0.158626869320869,0.0,19.0,11759.860024863281,59.0,7008.58575507459,38.0,0.0,4526.71034864061,20.0,3599081.27,168018.36,1215.52,36680535.160000004,34024.53,0.0,23493.08,POINT (-7.609199075481694 33.61231389195819),"ميناء الدار البيضاء Port de Casablanca, Sidi Belyout ⵙⵉⴷⵉ ⴱⵍⵢⵓⵟ سيدي بليوط, Casablanca ⵜⵉⴳⵎⵉ ⵜⵓⵎⵍⵉⵍⵜ الدار البيضاء, Pachalik de Casablanca, Préfecture de Casablanca عمالة الدار البيضاء, Casablanca-Settat ⵜⵉⴳⵎⵉ ⵜⵓⵎⵍⵉⵍⵜ-ⵙⵟⵟⴰⵜ الدار البيضاء-سطات, 20004, Maroc / ⵍⵎⵖⵔⵉⴱ / المغرب"
114,114.0,Moulay Youssef,88758.46875,17080.8828125,473553.25,12660.2099609375,12660.2099609375,0.0,0.000349612091668,0.158626869320869,0.0,19.0,11759.860024863281,59.0,7008.58575507459,38.0,0.0,4526.71034864061,20.0,3599081.27,168018.36,1215.52,36680535.160000004,34024.53,0.0,23493.08,POINT (-7.637821262107074 33.59180443723376),
