,0,1,2,3,4
0,"[(0.0, 0.0), (10.333333333333334, 9.954), (12.783333333333333, 9.098), (10.916666666666666, 8.818), (15.2, 11.574)]","[(10.983333333333333, 9.954), (0.0, 0.0), (12.433333333333334, 6.874), (7.333333333333333, 4.912), (15.816666666666666, 11.895)]","[(12.433333333333334, 9.745), (10.183333333333334, 6.527), (0.0, 0.0), (4.1, 2.474), (8.4, 5.569)]","[(10.516666666666667, 8.656), (7.35, 4.912), (7.466666666666667, 2.896), (0.0, 0.0), (10.133333333333333, 6.53)]","[(14.883333333333333, 11.328), (15.25, 11.649), (6.083333333333333, 3.955), (9.533333333333333, 6.274), (0.0, 0.0)]"
1,"[(0.0, 0.0), (15.1, 10.252), (3.316666666666667, 1.517), (5.15, 2.346), (7.366666666666666, 3.056)]","[(8.25, 5.239), (0.0, 0.0), (11.133333333333333, 6.604), (13.183333333333334, 7.683), (11.6, 4.943)]","[(4.1, 1.58), (17.833333333333332, 11.005), (2.6166666666666667, 0.872), (4.716666666666667, 1.765), (8.883333333333333, 3.44)]","[(5.6, 2.395), (19.316666666666666, 11.82), (4.266666666666667, 1.751), (0.0, 0.0), (9.0, 3.39)]","[(8.7, 3.121), (17.333333333333332, 6.731), (9.866666666666667, 3.44), (12.366666666666667, 5.456), (6.95, 2.085)]"
2,"[(0.0, 0.0), (16.616666666666667, 8.62), (14.8, 5.339), (7.0, 1.619), (9.55, 3.559)]","[(14.633333333333333, 7.803), (0.2, 0.141), (5.6, 3.123), (9.666666666666666, 6.274), (5.683333333333334, 4.29)]","[(12.033333333333333, 5.292), (5.216666666666667, 2.929), (0.0, 0.0), (9.416666666666666, 4.517), (8.5, 3.71)]","[(4.933333333333334, 1.54), (11.916666666666666, 7.007), (9.466666666666667, 4.388), (0.0, 0.0), (3.5833333333333335, 2.204)]","[(9.116666666666667, 3.624), (7.583333333333333, 5.202), (7.55, 3.311), (4.15, 2.095), (0.35, 0.222)]"
3,"[(0.5, 0.191), (7.1, 2.01), (15.133333333333333, 4.063), (27.383333333333333, 7.529), (10.316666666666666, 3.081)]","[(5.916666666666667, 2.031), (0.21666666666666667, 0.079), (9.5, 2.808), (20.2, 6.169), (4.966666666666667, 1.826)]","[(12.483333333333333, 3.951), (8.683333333333334, 3.008), (0.23333333333333334, 0.072), (12.066666666666666, 3.209), (7.233333333333333, 2.28)]","[(22.833333333333332, 7.691), (18.983333333333334, 6.748), (10.683333333333334, 3.759), (0.0, 0.0), (16.133333333333333, 6.634)]","[(7.583333333333333, 3.068), (3.7333333333333334, 2.125), (7.633333333333334, 2.39), (17.75, 5.442), (0.0, 0.0)]"
4,"[(0.08333333333333333, 0.04), (4.8, 1.519), (5.933333333333334, 2.034), (2.716666666666667, 0.902), (4.6, 1.717)]","[(4.75, 1.619), (0.0, 0.0), (5.933333333333334, 1.948), (4.25, 1.58), (7.516666666666667, 2.557)]","[(6.333333333333333, 2.16), (6.45, 1.846), (0.1, 0.037), (4.3, 1.297), (4.4, 1.541)]","[(2.6333333333333333, 1.039), (4.816666666666666, 1.373), (2.9833333333333334, 1.131), (0.4, 0.168), (3.566666666666667, 1.461)]","[(4.15, 1.64), (9.1, 2.491), (4.583333333333333, 1.508), (4.283333333333333, 1.345), (0.0, 0.0)]"
5,"[(0.0, 0.0), (6.533333333333333, 2.005), (3.7, 1.223), (6.583333333333333, 1.675), (9.566666666666666, 5.747)]","[(4.95, 1.384), (0.26666666666666666, 0.099), (6.016666666666667, 1.788), (6.816666666666666, 2.096), (10.316666666666666, 5.158)]","[(3.566666666666667, 1.142), (7.966666666666667, 2.209), (0.0, 0.0), (5.9, 1.401), (10.116666666666667, 6.726)]","[(6.983333333333333, 1.715), (5.083333333333333, 1.131), (5.95, 1.405), (0.0, 0.0), (10.583333333333334, 6.454)]","[(5.25, 2.429), (5.683333333333334, 2.399), (5.183333333333334, 2.061), (3.7666666666666666, 1.591), (0.0, 0.0)]"
6,"[(0.0, 0.0), (5.166666666666667, 1.561), (5.616666666666666, 2.003), (10.666666666666666, 2.899), (8.983333333333333, 4.311)]","[(11.816666666666666, 2.157), (0.5166666666666667, 0.255), (13.4, 3.073), (19.866666666666667, 3.969), (18.1, 5.381)]","[(4.866666666666666, 1.791), (10.25, 3.353), (0.3, 0.092), (10.516666666666667, 3.148), (9.916666666666666, 4.103)]","[(14.866666666666667, 3.182), (17.416666666666668, 5.094), (13.233333333333333, 3.284), (0.0, 0.0), (12.866666666666667, 4.725)]","[(11.8, 3.802), (17.65, 5.364), (9.683333333333334, 3.61), (16.233333333333334, 6.028), (0.0, 0.0)]"
7,"[(0.0, 0.0), (10.383333333333333, 2.901), (9.85, 4.597), (5.383333333333334, 1.583), (15.683333333333334, 5.347)]","[(10.55, 3.701), (0.0, 0.0), (6.85, 2.191), (8.35, 1.976), (6.6, 2.388)]","[(8.566666666666666, 3.745), (8.466666666666667, 2.726), (0.0, 0.0), (8.116666666666667, 2.966), (6.666666666666667, 2.653)]","[(7.566666666666666, 2.214), (7.55, 1.855), (12.566666666666666, 3.229), (0.0, 0.0), (14.133333333333333, 4.621)]","[(12.083333333333334, 4.778), (7.65, 2.761), (7.85, 3.037), (11.8, 3.999), (0.1, 0.032)]"
8,"[(0.0, 0.0), (4.416666666666667, 1.812), (3.6166666666666667, 1.792), (3.566666666666667, 2.131), (3.8833333333333333, 1.775)]","[(3.15, 1.245), (0.2, 0.198), (7.016666666666667, 3.038), (3.066666666666667, 1.906), (7.416666666666667, 3.021)]","[(5.383333333333334, 1.823), (10.183333333333334, 3.607), (0.45, 0.147), (10.266666666666667, 3.214), (4.783333333333333, 1.855)]","[(2.4, 1.604), (5.933333333333334, 3.104), (6.2, 3.397), (0.0, 0.0), (6.6, 3.38)]","[(5.283333333333333, 1.804), (10.35, 3.588), (4.033333333333333, 1.763), (11.633333333333333, 2.691), (0.0, 0.0)]"
9,"[(1.25, 0.312), (7.266666666666667, 3.4), (10.516666666666667, 5.598), (3.4166666666666665, 1.841), (7.216666666666667, 3.074)]","[(5.033333333333333, 2.844), (0.0, 0.0), (6.216666666666667, 3.387), (3.783333333333333, 2.164), (7.183333333333334, 2.842)]","[(11.85, 5.823), (8.9, 4.272), (0.0, 0.0), (10.716666666666667, 5.143), (6.666666666666667, 2.429)]","[(3.283333333333333, 1.38), (5.05, 3.226), (6.316666666666666, 3.743), (0.36666666666666664, 0.136), (4.633333333333334, 1.708)]","[(5.966666666666667, 2.98), (10.2, 4.028), (6.433333333333334, 2.888), (5.766666666666667, 3.002), (0.0, 0.0)]"
