,0,1,2,3,4
0,"[(0.0, 0.0), (10.283333333333333, 9.954), (11.983333333333333, 9.098), (10.95, 8.818), (15.033333333333333, 11.574)]","[(10.933333333333334, 9.954), (0.0, 0.0), (11.333333333333334, 6.874), (7.1, 4.912), (15.616666666666667, 11.257)]","[(12.166666666666666, 9.745), (10.15, 6.527), (0.0, 0.0), (4.133333333333334, 2.474), (8.233333333333333, 5.569)]","[(10.133333333333333, 8.656), (7.2, 4.932), (6.433333333333334, 2.896), (0.13333333333333333, 0.123), (9.683333333333334, 6.53)]","[(14.85, 11.328), (15.066666666666666, 11.649), (6.016666666666667, 3.955), (9.5, 6.274), (0.0, 0.0)]"
1,"[(0.0, 0.0), (12.133333333333333, 8.159), (3.466666666666667, 1.517), (5.366666666666666, 2.346), (7.866666666666666, 3.056)]","[(7.383333333333334, 6.039), (0.0, 0.0), (9.433333333333334, 6.854), (11.3, 7.683), (11.416666666666666, 4.943)]","[(3.75, 1.58), (14.383333333333333, 11.005), (2.6166666666666667, 0.872), (4.7, 1.765), (9.55, 3.425)]","[(5.333333333333333, 2.395), (15.866666666666667, 11.82), (4.366666666666666, 1.751), (0.0, 0.0), (9.133333333333333, 3.39)]","[(8.583333333333334, 3.121), (15.583333333333334, 8.267), (9.816666666666666, 3.44), (12.583333333333334, 5.456), (6.95, 2.085)]"
2,"[(0.0, 0.0), (13.45, 8.318), (10.65, 5.231), (3.45, 1.546), (7.533333333333333, 3.575)]","[(14.583333333333334, 8.056), (0.3, 0.141), (6.216666666666667, 3.123), (9.833333333333334, 6.527), (6.016666666666667, 4.29)]","[(11.95, 5.292), (5.583333333333333, 2.945), (0.0, 0.0), (8.666666666666666, 4.517), (7.216666666666667, 3.71)]","[(4.95, 2.207), (10.95, 7.007), (8.433333333333334, 4.28), (0.0, 0.0), (3.1166666666666667, 2.204)]","[(9.05, 3.624), (7.25, 5.202), (6.516666666666667, 3.311), (3.433333333333333, 2.095), (0.3333333333333333, 0.222)]"
3,"[(0.5166666666666667, 0.191), (6.15, 2.01), (12.6, 4.063), (22.1, 7.512), (9.133333333333333, 3.081)]","[(6.016666666666667, 2.031), (0.21666666666666667, 0.079), (7.616666666666666, 2.808), (16.6, 5.148), (4.9, 1.826)]","[(11.5, 3.951), (6.716666666666667, 2.242), (0.23333333333333334, 0.072), (9.1, 3.209), (5.516666666666667, 2.165)]","[(20.983333333333334, 8.908), (16.5, 5.703), (9.6, 3.76), (0.0, 0.0), (14.033333333333333, 6.694)]","[(7.383333333333334, 3.068), (3.5, 2.125), (4.9, 2.545), (13.533333333333333, 5.822), (0.0, 0.0)]"
4,"[(0.08333333333333333, 0.04), (4.35, 1.503), (5.95, 2.288), (2.5833333333333335, 1.156), (4.533333333333333, 1.717)]","[(3.9833333333333334, 1.564), (0.0, 0.0), (5.383333333333334, 1.948), (4.066666666666666, 1.58), (7.066666666666666, 2.557)]","[(6.733333333333333, 2.16), (5.716666666666667, 1.846), (0.05, 0.037), (4.716666666666667, 1.294), (4.433333333333334, 1.541)]","[(2.4, 1.039), (3.5, 1.373), (3.2333333333333334, 1.131), (0.4166666666666667, 0.168), (3.8333333333333335, 1.459)]","[(3.6, 1.64), (6.55, 2.491), (3.2666666666666666, 1.508), (4.033333333333333, 1.345), (0.0, 0.0)]"
5,"[(0.0, 0.0), (5.233333333333333, 2.005), (2.9166666666666665, 1.115), (4.466666666666667, 1.675), (7.333333333333333, 5.73)]","[(3.3833333333333333, 1.324), (0.4, 0.099), (4.75, 1.788), (4.9, 1.91), (8.683333333333334, 6.359)]","[(3.216666666666667, 1.142), (6.583333333333333, 2.209), (0.0, 0.0), (3.533333333333333, 1.401), (7.35, 6.726)]","[(5.883333333333334, 1.715), (5.266666666666667, 1.131), (4.95, 1.405), (0.0, 0.0), (8.366666666666667, 6.454)]","[(4.6, 2.371), (5.716666666666667, 2.399), (3.6166666666666667, 2.061), (2.6333333333333333, 1.591), (0.0, 0.0)]"
6,"[(0.0, 0.0), (4.483333333333333, 1.561), (3.3333333333333335, 1.719), (8.433333333333334, 3.285), (8.533333333333333, 4.132)]","[(9.0, 2.074), (0.9, 0.255), (8.3, 2.771), (14.583333333333334, 3.969), (13.2, 5.177)]","[(5.233333333333333, 2.148), (10.766666666666667, 3.283), (0.3, 0.092), (10.183333333333334, 3.096), (9.4, 4.279)]","[(8.633333333333333, 2.848), (11.7, 4.702), (9.333333333333334, 2.99), (0.15, 0.059), (10.666666666666666, 4.725)]","[(7.55, 3.802), (12.133333333333333, 5.364), (6.466666666666667, 3.361), (13.25, 5.251), (0.0, 0.0)]"
7,"[(0.0, 0.0), (7.233333333333333, 2.737), (9.1, 4.597), (3.9, 1.583), (14.483333333333333, 4.719)]","[(6.65, 3.132), (0.0, 0.0), (4.783333333333333, 2.191), (5.466666666666667, 1.976), (6.55, 2.388)]","[(6.766666666666667, 3.745), (8.633333333333333, 2.755), (0.0, 0.0), (7.0, 2.966), (6.8, 2.653)]","[(6.7, 1.999), (6.533333333333333, 1.855), (9.2, 3.229), (0.0, 0.0), (13.383333333333333, 3.673)]","[(11.233333333333333, 4.927), (7.766666666666667, 2.701), (7.55, 3.186), (11.066666666666666, 4.148), (0.08333333333333333, 0.032)]"
8,"[(0.0, 0.0), (4.216666666666667, 1.904), (3.6666666666666665, 1.792), (3.1333333333333333, 2.131), (3.4833333333333334, 1.775)]","[(3.1166666666666667, 1.245), (0.2, 0.198), (6.716666666666667, 3.038), (2.816666666666667, 1.906), (6.666666666666667, 3.021)]","[(4.383333333333334, 1.823), (8.583333333333334, 3.699), (0.4, 0.147), (7.583333333333333, 3.926), (4.033333333333333, 1.855)]","[(2.533333333333333, 1.604), (5.1, 1.83), (6.133333333333334, 3.397), (0.0, 0.0), (6.083333333333333, 3.38)]","[(4.616666666666666, 1.804), (8.816666666666666, 3.68), (4.2, 1.763), (7.733333333333333, 3.907), (0.0, 0.0)]"
9,"[(1.25, 0.312), (5.55, 3.999), (10.133333333333333, 5.598), (3.216666666666667, 1.841), (6.15, 3.074)]","[(4.8, 2.844), (0.0, 0.0), (6.683333333333334, 3.387), (3.5833333333333335, 2.164), (6.9, 2.842)]","[(10.5, 4.976), (8.533333333333333, 4.272), (0.0, 0.0), (10.066666666666666, 5.143), (9.183333333333334, 2.346)]","[(3.25, 1.38), (5.533333333333333, 3.008), (7.45, 3.743), (0.36666666666666664, 0.136), (6.05, 1.431)]","[(5.683333333333334, 2.98), (10.0, 4.028), (7.416666666666667, 2.708), (5.55, 3.002), (0.0, 0.0)]"
