,0,1,2,3,4
0,"[(0.0, 0.0), (10.433333333333334, 9.954), (12.45, 9.098), (10.916666666666666, 8.818), (15.166666666666666, 11.574)]","[(10.75, 9.954), (0.0, 0.0), (12.116666666666667, 6.874), (7.35, 4.912), (15.95, 11.895)]","[(11.933333333333334, 9.745), (10.25, 6.527), (0.0, 0.0), (3.966666666666667, 2.474), (8.85, 5.601)]","[(9.933333333333334, 8.656), (7.266666666666667, 4.932), (6.9, 2.896), (0.15, 0.123), (10.283333333333333, 6.562)]","[(14.95, 11.328), (15.6, 11.649), (6.283333333333333, 3.955), (9.833333333333334, 6.274), (0.0, 0.0)]"
1,"[(0.0, 0.0), (13.916666666666666, 8.159), (3.5833333333333335, 1.517), (6.366666666666666, 2.346), (7.4, 3.056)]","[(9.683333333333334, 6.039), (0.0, 0.0), (11.666666666666666, 6.854), (14.216666666666667, 7.683), (12.883333333333333, 4.943)]","[(3.9833333333333334, 1.58), (16.133333333333333, 11.005), (0.0, 0.0), (4.133333333333334, 1.751), (8.5, 3.44)]","[(5.566666666666666, 2.395), (17.483333333333334, 11.82), (3.783333333333333, 1.751), (0.0, 0.0), (9.933333333333334, 3.39)]","[(9.033333333333333, 3.121), (17.983333333333334, 6.78), (10.35, 3.425), (12.116666666666667, 5.456), (7.816666666666666, 2.085)]"
2,"[(0.0, 0.0), (17.45, 8.762), (15.566666666666666, 5.73), (6.916666666666667, 2.01), (10.4, 4.593)]","[(17.9, 7.803), (0.7166666666666667, 0.141), (6.4, 3.123), (10.433333333333334, 6.274), (6.75, 4.29)]","[(13.166666666666666, 5.815), (5.483333333333333, 2.929), (0.0, 0.0), (9.266666666666667, 4.846), (7.216666666666667, 3.71)]","[(6.916666666666667, 1.54), (12.6, 7.007), (9.483333333333333, 4.388), (0.0, 0.0), (3.6166666666666667, 2.204)]","[(11.133333333333333, 3.696), (8.816666666666666, 5.202), (7.116666666666666, 3.311), (3.8666666666666667, 2.167), (0.4166666666666667, 0.222)]"
3,"[(0.5166666666666667, 0.191), (5.083333333333333, 2.01), (12.433333333333334, 4.301), (21.9, 7.336), (7.866666666666666, 3.081)]","[(6.216666666666667, 2.031), (0.21666666666666667, 0.079), (8.966666666666667, 2.142), (18.766666666666666, 5.148), (4.716666666666667, 1.826)]","[(12.233333333333333, 3.951), (6.883333333333334, 2.468), (0.25, 0.072), (10.416666666666666, 3.209), (6.65, 2.28)]","[(21.65, 8.849), (17.65, 7.578), (9.666666666666666, 3.701), (0.0, 0.0), (14.633333333333333, 6.694)]","[(8.066666666666666, 3.068), (3.466666666666667, 1.738), (6.683333333333334, 2.39), (16.016666666666666, 5.248), (0.0, 0.0)]"
4,"[(0.08333333333333333, 0.04), (4.466666666666667, 1.506), (5.85, 2.034), (1.9833333333333334, 0.902), (4.55, 1.717)]","[(4.733333333333333, 1.619), (0.0, 0.0), (7.0, 1.978), (4.316666666666666, 1.61), (6.816666666666666, 2.485)]","[(6.716666666666667, 2.16), (6.616666666666666, 1.846), (0.08333333333333333, 0.037), (4.883333333333334, 1.304), (5.25, 1.541)]","[(2.2, 1.039), (4.15, 1.373), (3.8666666666666667, 1.131), (0.4, 0.168), (3.05, 1.461)]","[(3.5833333333333335, 1.57), (8.266666666666667, 2.491), (4.75, 1.508), (3.4166666666666665, 1.345), (0.0, 0.0)]"
5,"[(0.0, 0.0), (5.55, 2.005), (3.1, 1.223), (5.316666666666666, 1.675), (11.133333333333333, 5.69)]","[(5.15, 1.384), (0.1, 0.099), (5.883333333333334, 1.788), (6.6, 1.957), (13.15, 5.074)]","[(3.5833333333333335, 1.142), (8.183333333333334, 2.209), (0.0, 0.0), (4.283333333333333, 1.393), (12.666666666666666, 6.726)]","[(7.2, 1.715), (6.15, 1.131), (4.216666666666667, 1.481), (0.15, 0.089), (14.166666666666666, 6.454)]","[(6.083333333333333, 2.371), (7.683333333333334, 2.399), (5.1, 2.061), (4.783333333333333, 1.591), (0.0, 0.0)]"
6,"[(0.0, 0.0), (5.066666666666666, 1.561), (5.066666666666666, 2.003), (10.7, 4.626), (9.75, 4.311)]","[(11.166666666666666, 2.384), (0.7, 0.255), (9.35, 3.12), (16.483333333333334, 5.696), (15.016666666666667, 5.381)]","[(8.833333333333334, 1.735), (13.7, 3.297), (0.3, 0.092), (12.15, 4.418), (11.366666666666667, 4.103)]","[(16.633333333333333, 3.997), (19.983333333333334, 5.593), (12.866666666666667, 4.591), (0.2, 0.059), (12.816666666666666, 4.685)]","[(17.533333333333335, 5.041), (18.133333333333333, 6.444), (9.216666666666667, 3.912), (11.9, 5.415), (0.0, 0.0)]"
7,"[(0.0, 0.0), (11.766666666666667, 2.825), (11.983333333333333, 4.597), (6.033333333333333, 1.922), (15.05, 5.347)]","[(8.366666666666667, 2.777), (0.0, 0.0), (6.65, 2.191), (7.233333333333333, 2.134), (7.216666666666667, 2.388)]","[(7.683333333333334, 3.745), (9.5, 3.478), (0.0, 0.0), (8.35, 3.124), (7.2, 2.653)]","[(8.716666666666667, 2.214), (8.283333333333333, 1.855), (14.033333333333333, 3.229), (0.0, 0.0), (14.266666666666667, 4.493)]","[(12.0, 4.868), (9.1, 2.701), (8.3, 3.275), (13.15, 4.247), (0.0, 0.0)]"
8,"[(0.0, 0.0), (5.783333333333333, 1.812), (4.3, 1.792), (4.316666666666666, 1.84), (4.066666666666666, 1.775)]","[(3.8833333333333333, 1.513), (0.2, 0.198), (9.9, 3.038), (2.9833333333333334, 1.906), (8.283333333333333, 3.289)]","[(7.9, 1.823), (13.0, 3.607), (0.4166666666666667, 0.147), (11.166666666666666, 3.214), (4.9, 1.991)]","[(4.283333333333333, 1.872), (5.833333333333333, 1.83), (7.733333333333333, 2.697), (0.0, 0.0), (6.316666666666666, 2.194)]","[(6.966666666666667, 1.804), (12.066666666666666, 3.588), (5.233333333333333, 1.763), (9.6, 2.691), (0.0, 0.0)]"
9,"[(1.1666666666666667, 0.312), (6.7, 3.999), (10.316666666666666, 5.598), (3.533333333333333, 1.841), (6.366666666666666, 3.074)]","[(4.933333333333334, 2.844), (0.0, 0.0), (6.183333333333334, 3.387), (3.8333333333333335, 2.164), (6.783333333333333, 2.842)]","[(12.05, 4.976), (9.866666666666667, 4.272), (0.0, 0.0), (11.283333333333333, 5.143), (6.683333333333334, 2.476)]","[(3.25, 1.38), (6.016666666666667, 2.687), (7.4, 3.743), (0.38333333333333336, 0.136), (4.65, 1.526)]","[(5.883333333333334, 2.98), (10.7, 4.028), (7.65, 2.851), (5.816666666666666, 3.002), (0.0, 0.0)]"
10,"[(0.0, 0.0), (7.433333333333334, 3.626), (3.45, 1.538), (9.183333333333334, 5.614), (10.466666666666667, 2.833)]","[(10.266666666666667, 4.275), (0.21666666666666667, 0.214), (10.783333333333333, 4.618), (8.8, 4.122), (13.7, 5.082)]","[(6.066666666666666, 2.276), (11.6, 4.154), (0.0, 0.0), (6.683333333333334, 4.388), (12.566666666666666, 4.184)]","[(12.7, 5.842), (9.816666666666666, 4.975), (7.833333333333333, 4.533), (0.75, 0.454), (16.616666666666667, 6.909)]","[(8.5, 3.432), (11.266666666666667, 6.127), (10.183333333333334, 4.192), (14.966666666666667, 7.672), (0.0, 0.0)]"
11,"[(0.0, 0.0), (3.5, 1.118), (5.583333333333333, 1.744), (6.883333333333334, 2.285), (4.116666666666666, 1.323)]","[(2.4166666666666665, 0.955), (0.21666666666666667, 0.069), (5.016666666666667, 1.401), (6.4, 1.942), (2.2, 0.665)]","[(4.683333333333334, 1.808), (3.933333333333333, 1.276), (0.0, 0.0), (2.7, 1.163), (4.683333333333334, 1.649)]","[(6.633333333333334, 2.521), (6.883333333333334, 2.055), (2.6166666666666667, 0.778), (0.0, 0.0), (7.683333333333334, 2.428)]","[(3.6333333333333333, 1.348), (1.6666666666666667, 0.617), (4.6, 1.815), (5.883333333333334, 2.356), (0.0, 0.0)]"
