,0,1,2,3,4
0,"[(0.0, 0.0), (10.466666666666667, 9.954), (12.5, 9.098), (11.0, 8.818), (15.25, 11.574)]","[(10.9, 9.954), (0.0, 0.0), (12.133333333333333, 6.874), (7.35, 4.912), (16.1, 11.895)]","[(12.033333333333333, 9.745), (10.45, 6.527), (0.0, 0.0), (4.25, 2.474), (8.55, 5.569)]","[(10.116666666666667, 8.656), (7.55, 4.932), (6.85, 2.896), (0.15, 0.123), (10.35, 6.53)]","[(18.133333333333333, 11.328), (16.866666666666667, 10.327), (7.016666666666667, 3.955), (10.65, 6.274), (0.0, 0.0)]"
1,"[(0.0, 0.0), (15.233333333333333, 10.252), (3.683333333333333, 1.517), (6.216666666666667, 2.346), (7.533333333333333, 3.056)]","[(14.183333333333334, 5.239), (0.0, 0.0), (17.033333333333335, 6.604), (19.566666666666666, 7.433), (16.633333333333333, 5.711)]","[(4.433333333333334, 1.58), (17.816666666666666, 11.005), (2.6166666666666667, 0.872), (5.333333333333333, 1.765), (8.9, 3.44)]","[(5.883333333333334, 2.395), (19.25, 11.82), (4.35, 1.751), (0.0, 0.0), (9.633333333333333, 3.39)]","[(9.066666666666666, 3.121), (18.566666666666666, 6.731), (10.35, 3.425), (12.016666666666667, 5.456), (7.816666666666666, 2.085)]"
2,"[(0.0, 0.0), (18.15, 8.805), (15.983333333333333, 5.73), (7.35, 2.01), (10.25, 3.95)]","[(17.1, 7.972), (0.65, 0.141), (6.6, 3.123), (8.983333333333333, 6.327), (5.9, 4.29)]","[(12.866666666666667, 5.876), (5.583333333333333, 2.929), (0.0, 0.0), (9.733333333333333, 4.517), (7.4, 3.932)]","[(8.533333333333333, 2.318), (13.916666666666666, 6.429), (10.95, 4.28), (0.0, 0.0), (3.966666666666667, 2.204)]","[(11.316666666666666, 4.116), (9.366666666666667, 5.147), (7.566666666666666, 3.311), (3.3333333333333335, 2.095), (0.35, 0.222)]"
3,"[(0.5166666666666667, 0.191), (5.083333333333333, 2.01), (12.883333333333333, 4.063), (23.816666666666666, 7.535), (8.666666666666666, 3.081)]","[(6.166666666666667, 2.031), (0.2, 0.079), (7.8, 2.431), (19.15, 5.148), (5.633333333333334, 1.826)]","[(12.966666666666667, 3.951), (8.533333333333333, 2.621), (0.26666666666666666, 0.072), (12.816666666666666, 3.891), (6.766666666666667, 2.06)]","[(23.6, 7.86), (19.0, 6.552), (10.283333333333333, 3.76), (0.11666666666666667, 0.081), (17.016666666666666, 6.694)]","[(8.55, 3.068), (4.1, 1.738), (7.866666666666666, 2.39), (17.233333333333334, 5.321), (0.0, 0.0)]"
4,"[(0.1, 0.04), (4.366666666666666, 1.508), (6.4, 2.033), (2.0, 0.902), (5.15, 1.717)]","[(4.35, 1.619), (0.0, 0.0), (7.55, 1.947), (4.45, 1.58), (7.05, 2.455)]","[(6.383333333333334, 2.16), (5.733333333333333, 1.846), (0.08333333333333333, 0.037), (4.416666666666667, 1.304), (4.616666666666666, 1.541)]","[(2.3666666666666667, 1.039), (3.716666666666667, 1.373), (3.9, 1.13), (0.43333333333333335, 0.168), (3.25, 1.461)]","[(3.8, 1.523), (7.833333333333333, 2.493), (3.6666666666666665, 1.589), (2.8333333333333335, 1.329), (0.0, 0.0)]"
5,"[(0.0, 0.0), (6.133333333333334, 2.143), (3.5833333333333335, 1.223), (5.65, 1.675), (10.133333333333333, 5.69)]","[(5.766666666666667, 1.384), (0.1, 0.099), (4.733333333333333, 1.741), (7.283333333333333, 2.185), (11.45, 5.074)]","[(4.166666666666667, 1.142), (7.783333333333333, 2.209), (0.0, 0.0), (3.966666666666667, 1.393), (12.383333333333333, 6.726)]","[(5.7, 1.715), (3.95, 1.131), (4.233333333333333, 1.405), (0.15, 0.089), (11.65, 6.454)]","[(5.683333333333334, 2.459), (6.65, 2.399), (5.516666666666667, 2.061), (4.283333333333333, 1.591), (0.0, 0.0)]"
6,"[(0.0, 0.0), (4.866666666666666, 1.561), (4.3, 2.003), (9.433333333333334, 2.899), (10.9, 4.311)]","[(9.066666666666666, 2.384), (0.7, 0.255), (10.2, 2.771), (15.916666666666666, 3.915), (16.233333333333334, 5.381)]","[(6.25, 1.735), (11.783333333333333, 3.297), (0.3, 0.092), (12.733333333333333, 3.096), (11.133333333333333, 4.103)]","[(14.016666666666667, 3.299), (19.583333333333332, 4.861), (12.216666666666667, 3.006), (0.0, 0.0), (11.933333333333334, 4.685)]","[(14.1, 4.818), (18.166666666666668, 6.623), (10.783333333333333, 3.361), (13.4, 5.472), (0.0, 0.0)]"
7,"[(0.0, 0.0), (13.516666666666667, 2.825), (10.833333333333334, 4.597), (6.833333333333333, 1.922), (13.85, 5.362)]","[(8.483333333333333, 2.777), (0.0, 0.0), (5.483333333333333, 2.191), (8.533333333333333, 2.134), (7.366666666666666, 2.388)]","[(7.733333333333333, 3.745), (8.016666666666667, 2.696), (0.0, 0.0), (9.95, 3.124), (6.916666666666667, 2.653)]","[(9.05, 2.002), (8.6, 1.855), (14.033333333333333, 3.229), (0.0, 0.0), (14.616666666666667, 4.721)]","[(12.066666666666666, 4.868), (7.3, 2.701), (8.483333333333333, 3.275), (14.183333333333334, 4.829), (0.1, 0.032)]"
8,"[(0.0, 0.0), (5.033333333333333, 1.812), (4.683333333333334, 1.792), (4.766666666666667, 1.84), (4.833333333333333, 1.775)]","[(3.683333333333333, 1.245), (0.2, 0.198), (8.516666666666667, 3.038), (4.15, 1.906), (8.45, 3.021)]","[(7.25, 1.823), (12.816666666666666, 3.607), (0.48333333333333334, 0.147), (11.216666666666667, 3.571), (5.333333333333333, 1.855)]","[(3.9, 1.604), (6.2, 1.83), (8.3, 2.697), (0.0, 0.0), (6.733333333333333, 2.194)]","[(7.416666666666667, 1.699), (12.833333333333334, 3.483), (4.733333333333333, 1.763), (9.233333333333333, 3.767), (0.0, 0.0)]"
9,"[(1.1666666666666667, 0.312), (6.616666666666666, 3.067), (10.983333333333333, 5.449), (3.55, 1.841), (6.933333333333334, 3.074)]","[(5.05, 2.844), (0.0, 0.0), (7.033333333333333, 3.387), (3.933333333333333, 2.164), (7.133333333333334, 2.842)]","[(11.083333333333334, 4.976), (8.916666666666666, 4.272), (0.0, 0.0), (10.283333333333333, 5.143), (6.7, 2.485)]","[(3.2, 1.38), (5.933333333333334, 2.687), (7.266666666666667, 3.743), (0.36666666666666664, 0.136), (4.7, 1.445)]","[(5.95, 2.98), (10.65, 4.028), (6.9, 2.906), (5.933333333333334, 3.002), (0.0, 0.0)]"
10,"[(0.0, 0.0), (8.483333333333333, 3.626), (3.55, 1.53), (9.9, 5.456), (10.183333333333334, 2.897)]","[(10.733333333333333, 4.275), (0.21666666666666667, 0.214), (10.766666666666667, 4.618), (8.783333333333333, 4.122), (15.866666666666667, 5.081)]","[(6.083333333333333, 2.276), (12.6, 4.154), (0.0, 0.0), (7.1, 4.409), (14.05, 4.174)]","[(13.75, 5.842), (10.35, 4.111), (7.933333333333334, 4.712), (0.85, 0.454), (19.65, 6.844)]","[(9.216666666666667, 3.432), (13.866666666666667, 5.452), (11.016666666666667, 4.192), (16.25, 7.672), (0.0, 0.0)]"
