,0,1,2,3,4
0,"[(0.0, 0.0), (10.65, 9.954), (12.45, 9.098), (11.066666666666666, 8.818), (15.55, 11.574)]","[(10.783333333333333, 9.954), (0.9666666666666667, 0.826), (11.95, 6.874), (7.4, 4.912), (15.833333333333334, 11.257)]","[(12.95, 9.098), (9.983333333333333, 6.527), (0.0, 0.0), (4.233333333333333, 2.474), (8.866666666666667, 5.569)]","[(11.35, 8.656), (7.3, 4.912), (7.25, 2.854), (0.0, 0.0), (10.483333333333333, 6.53)]","[(14.35, 11.328), (15.166666666666666, 11.649), (5.833333333333333, 3.955), (9.483333333333333, 6.274), (0.05, 0.045)]"
1,"[(0.0, 0.0), (14.166666666666666, 10.252), (3.783333333333333, 1.517), (6.45, 2.346), (7.516666666666667, 3.056)]","[(13.433333333333334, 5.239), (0.0, 0.0), (16.366666666666667, 6.854), (18.783333333333335, 7.683), (15.116666666666667, 5.711)]","[(4.25, 1.58), (15.983333333333333, 11.005), (2.6166666666666667, 0.872), (4.533333333333333, 1.751), (8.9, 3.425)]","[(5.766666666666667, 2.395), (17.4, 11.82), (4.133333333333334, 1.751), (0.0, 0.0), (8.983333333333333, 3.39)]","[(8.716666666666667, 3.121), (17.2, 6.731), (9.466666666666667, 3.34), (12.15, 5.456), (6.95, 2.085)]"
2,"[(0.0, 0.0), (18.0, 8.371), (16.283333333333335, 5.339), (6.683333333333334, 1.619), (10.083333333333334, 4.202)]","[(15.016666666666667, 7.379), (0.6166666666666667, 0.141), (6.533333333333333, 3.123), (10.7, 6.274), (6.666666666666667, 4.29)]","[(11.683333333333334, 5.292), (6.216666666666667, 2.929), (0.0, 0.0), (8.65, 4.517), (7.5, 3.71)]","[(5.233333333333333, 1.54), (13.216666666666667, 7.42), (11.183333333333334, 4.388), (0.0, 0.0), (4.95, 2.204)]","[(8.233333333333333, 3.525), (9.716666666666667, 5.399), (8.916666666666666, 3.311), (4.1, 2.167), (0.35, 0.222)]"
3,"[(0.5166666666666667, 0.191), (5.216666666666667, 2.01), (12.016666666666667, 4.063), (22.1, 7.518), (8.1, 3.081)]","[(7.433333333333334, 2.031), (0.21666666666666667, 0.079), (9.35, 2.808), (19.666666666666668, 5.396), (4.733333333333333, 1.826)]","[(14.166666666666666, 4.095), (8.466666666666667, 2.621), (0.23333333333333334, 0.072), (12.15, 3.457), (7.233333333333333, 2.524)]","[(24.3, 8.908), (18.95, 7.578), (11.25, 3.76), (0.0, 0.0), (15.866666666666667, 6.694)]","[(9.2, 3.068), (3.6166666666666667, 1.738), (6.366666666666666, 2.39), (18.0, 5.489), (0.0, 0.0)]"
4,"[(0.08333333333333333, 0.04), (5.7, 1.519), (6.366666666666666, 2.033), (2.35, 0.902), (4.616666666666666, 1.717)]","[(4.066666666666666, 1.644), (0.0, 0.0), (6.766666666666667, 1.978), (4.416666666666667, 1.61), (7.0, 2.485)]","[(6.916666666666667, 2.153), (7.316666666666666, 1.839), (0.18333333333333332, 0.037), (4.833333333333333, 1.501), (4.766666666666667, 1.534)]","[(2.316666666666667, 1.039), (4.55, 1.373), (4.0, 1.13), (0.4666666666666667, 0.168), (4.166666666666667, 1.459)]","[(3.9166666666666665, 1.64), (8.9, 2.491), (4.75, 1.507), (3.933333333333333, 1.345), (0.0, 0.0)]"
5,"[(0.0, 0.0), (5.466666666666667, 2.005), (2.85, 1.115), (6.483333333333333, 1.675), (13.066666666666666, 5.747)]","[(5.533333333333333, 1.384), (0.0, 0.0), (5.15, 1.876), (7.7, 2.227), (14.333333333333334, 5.074)]","[(3.183333333333333, 1.161), (8.35, 2.209), (0.0, 0.0), (4.933333333333334, 1.393), (14.666666666666666, 6.726)]","[(7.216666666666667, 2.153), (5.966666666666667, 1.131), (4.95, 1.481), (0.0, 0.0), (16.9, 6.454)]","[(6.516666666666667, 2.42), (7.35, 2.399), (5.783333333333333, 2.061), (4.65, 1.591), (0.0, 0.0)]"
6,"[(0.0, 0.0), (5.366666666666666, 1.561), (5.083333333333333, 2.003), (9.75, 3.285), (8.833333333333334, 4.311)]","[(15.8, 2.637), (0.7666666666666667, 0.255), (13.533333333333333, 3.26), (18.7, 4.835), (18.383333333333333, 5.861)]","[(6.833333333333333, 2.148), (12.366666666666667, 3.71), (0.2833333333333333, 0.092), (11.316666666666666, 3.096), (8.933333333333334, 4.279)]","[(12.616666666666667, 2.912), (18.066666666666666, 4.474), (11.0, 3.141), (0.0, 0.0), (10.683333333333334, 4.685)]","[(13.116666666666667, 4.541), (18.416666666666668, 6.528), (7.733333333333333, 3.361), (14.366666666666667, 5.071), (0.0, 0.0)]"
7,"[(0.0, 0.0), (11.533333333333333, 2.901), (10.7, 4.873), (5.7, 1.583), (16.566666666666666, 5.224)]","[(9.216666666666667, 2.777), (0.0, 0.0), (6.9, 2.191), (8.283333333333333, 1.976), (7.8, 2.374)]","[(7.983333333333333, 3.745), (8.95, 2.696), (0.0, 0.0), (9.166666666666666, 2.966), (7.383333333333334, 2.653)]","[(7.983333333333333, 2.214), (8.583333333333334, 1.855), (14.133333333333333, 3.229), (0.0, 0.0), (16.9, 4.37)]","[(12.0, 4.868), (7.95, 2.701), (8.283333333333333, 3.275), (12.9, 4.089), (0.1, 0.032)]"
8,"[(0.0, 0.0), (5.05, 1.812), (4.066666666666666, 1.792), (4.05, 1.84), (4.2, 1.775)]","[(4.616666666666666, 1.245), (0.2, 0.198), (8.8, 3.038), (3.3666666666666667, 1.906), (8.85, 3.021)]","[(6.483333333333333, 1.823), (11.833333333333334, 3.607), (0.55, 0.147), (10.383333333333333, 3.558), (4.45, 1.855)]","[(4.216666666666667, 1.604), (6.566666666666666, 1.83), (8.383333333333333, 3.397), (0.0, 0.0), (8.45, 3.38)]","[(6.683333333333334, 1.804), (12.0, 3.588), (4.133333333333334, 1.763), (10.6, 3.539), (0.0, 0.0)]"
9,"[(1.1666666666666667, 0.312), (6.616666666666666, 3.999), (11.666666666666666, 5.449), (3.3333333333333335, 1.841), (6.7, 3.074)]","[(4.916666666666667, 2.844), (0.0, 0.0), (8.433333333333334, 3.857), (3.7666666666666666, 2.164), (7.616666666666666, 2.842)]","[(13.383333333333333, 4.976), (11.35, 4.272), (0.0, 0.0), (12.566666666666666, 5.143), (7.683333333333334, 2.46)]","[(3.3833333333333333, 1.38), (6.066666666666666, 2.687), (7.816666666666666, 3.743), (0.31666666666666665, 0.136), (7.05, 1.431)]","[(5.933333333333334, 2.673), (10.833333333333334, 4.028), (7.483333333333333, 2.708), (5.733333333333333, 3.002), (0.0, 0.0)]"
