,0,1,2,3,4
0,"[(0.0, 0.0), (10.666666666666666, 9.954), (12.433333333333334, 9.098), (10.966666666666667, 8.818), (15.666666666666666, 11.574)]","[(10.733333333333333, 9.954), (0.9666666666666667, 0.826), (11.816666666666666, 6.874), (7.283333333333333, 4.912), (15.533333333333333, 11.257)]","[(11.983333333333333, 9.745), (10.066666666666666, 6.527), (0.0, 0.0), (4.0, 2.474), (9.416666666666666, 5.569)]","[(10.066666666666666, 8.656), (7.283333333333333, 4.912), (6.866666666666666, 2.854), (0.0, 0.0), (11.05, 6.53)]","[(14.233333333333333, 11.328), (15.116666666666667, 11.649), (5.733333333333333, 3.955), (9.166666666666666, 6.274), (0.05, 0.045)]"
1,"[(0.0, 0.0), (12.716666666666667, 8.159), (3.65, 1.517), (6.316666666666666, 2.346), (7.466666666666667, 3.056)]","[(8.4, 6.039), (0.0, 0.0), (10.233333333333333, 6.854), (12.933333333333334, 7.683), (11.383333333333333, 4.943)]","[(4.033333333333333, 1.58), (15.45, 11.005), (2.6166666666666667, 0.872), (4.583333333333333, 1.751), (8.8, 3.425)]","[(5.45, 2.395), (16.783333333333335, 11.82), (4.116666666666666, 1.751), (0.0, 0.0), (8.766666666666667, 3.39)]","[(8.783333333333333, 3.121), (15.983333333333333, 7.542), (9.466666666666667, 3.34), (11.916666666666666, 5.456), (6.95, 2.085)]"
2,"[(0.0, 0.0), (16.566666666666666, 7.38), (13.216666666666667, 5.231), (4.716666666666667, 1.619), (8.866666666666667, 3.575)]","[(16.3, 7.919), (0.75, 0.141), (6.516666666666667, 3.123), (10.7, 6.39), (6.133333333333334, 4.29)]","[(12.25, 5.292), (6.2, 2.945), (0.0, 0.0), (9.016666666666667, 4.517), (8.05, 3.71)]","[(5.633333333333334, 1.54), (13.5, 7.007), (10.266666666666667, 4.28), (0.0, 0.0), (3.533333333333333, 2.204)]","[(9.316666666666666, 3.525), (9.016666666666667, 5.202), (7.483333333333333, 3.311), (3.3833333333333333, 2.167), (0.35, 0.222)]"
3,"[(0.5, 0.191), (5.216666666666667, 2.01), (11.45, 4.063), (21.233333333333334, 7.336), (7.75, 3.081)]","[(7.433333333333334, 2.031), (0.21666666666666667, 0.079), (6.533333333333333, 2.142), (16.416666666666668, 5.148), (4.433333333333334, 1.826)]","[(13.2, 3.951), (7.6, 2.621), (0.0, 0.0), (13.283333333333333, 3.209), (5.633333333333334, 2.165)]","[(23.85, 8.849), (18.25, 7.519), (10.65, 3.701), (0.0, 0.0), (15.016666666666667, 6.635)]","[(9.116666666666667, 3.068), (3.55, 1.738), (6.183333333333334, 2.39), (15.483333333333333, 6.311), (0.0, 0.0)]"
4,"[(0.08333333333333333, 0.04), (4.85, 1.519), (5.766666666666667, 2.034), (2.2666666666666666, 0.902), (4.6, 1.717)]","[(4.733333333333333, 1.619), (0.0, 0.0), (6.116666666666666, 1.948), (4.266666666666667, 1.58), (7.716666666666667, 2.557)]","[(7.3, 2.16), (6.183333333333334, 1.846), (0.0, 0.0), (4.483333333333333, 1.508), (4.466666666666667, 1.541)]","[(2.4, 1.039), (3.566666666666667, 1.373), (3.3833333333333333, 1.131), (0.4, 0.168), (4.05, 1.459)]","[(3.7666666666666666, 1.64), (7.55, 2.491), (3.783333333333333, 1.508), (3.7, 1.345), (0.0, 0.0)]"
5,"[(0.0, 0.0), (5.35, 2.005), (2.716666666666667, 1.115), (5.75, 1.675), (8.916666666666666, 5.69)]","[(4.55, 1.384), (0.0, 0.0), (5.983333333333333, 1.788), (5.15, 1.846), (11.116666666666667, 5.074)]","[(3.066666666666667, 1.158), (6.783333333333333, 2.209), (0.0, 0.0), (4.35, 1.393), (10.8, 6.726)]","[(6.25, 1.715), (4.8, 1.131), (4.833333333333333, 1.405), (0.0, 0.0), (11.4, 6.454)]","[(6.45, 2.459), (7.4, 2.399), (6.483333333333333, 2.061), (5.05, 1.591), (0.0, 0.0)]"
6,"[(0.0, 0.0), (4.283333333333333, 1.561), (4.966666666666667, 2.003), (8.85, 2.899), (8.616666666666667, 4.311)]","[(9.233333333333333, 2.074), (0.7, 0.255), (9.833333333333334, 2.771), (13.366666666666667, 3.969), (13.2, 5.381)]","[(6.216666666666667, 2.148), (10.95, 3.71), (0.2833333333333333, 0.092), (9.516666666666667, 3.229), (10.583333333333334, 4.103)]","[(8.633333333333333, 2.892), (13.35, 4.454), (9.033333333333333, 3.034), (0.15, 0.059), (11.216666666666667, 4.464)]","[(11.383333333333333, 4.614), (15.266666666666667, 6.415), (7.366666666666666, 3.361), (15.35, 5.071), (0.0, 0.0)]"
7,"[(0.0, 0.0), (8.233333333333333, 2.737), (10.783333333333333, 4.597), (4.266666666666667, 1.583), (16.4, 4.634)]","[(8.516666666666667, 2.777), (0.0, 0.0), (6.733333333333333, 2.191), (8.3, 1.976), (7.166666666666667, 2.374)]","[(7.25, 3.745), (9.283333333333333, 2.755), (0.0, 0.0), (8.266666666666667, 2.966), (7.05, 2.653)]","[(6.433333333333334, 2.214), (7.766666666666667, 1.855), (11.333333333333334, 3.229), (0.0, 0.0), (14.733333333333333, 3.588)]","[(11.683333333333334, 4.927), (9.283333333333333, 2.701), (7.55, 3.186), (12.85, 4.148), (0.11666666666666667, 0.032)]"
8,"[(0.0, 0.0), (4.95, 1.904), (4.533333333333333, 1.792), (4.033333333333333, 2.131), (4.433333333333334, 1.775)]","[(2.933333333333333, 1.245), (0.2, 0.198), (7.5, 3.038), (3.2666666666666666, 1.906), (7.4, 3.021)]","[(5.116666666666666, 1.823), (9.5, 3.699), (0.5, 0.147), (8.616666666666667, 3.926), (4.6, 1.855)]","[(2.5833333333333335, 1.604), (5.45, 1.83), (7.116666666666666, 3.397), (0.0, 0.0), (7.0, 3.38)]","[(4.95, 1.804), (9.716666666666667, 3.68), (4.216666666666667, 1.763), (8.4, 3.907), (0.0, 0.0)]"
9,"[(1.1666666666666667, 0.312), (6.45, 3.999), (10.816666666666666, 5.598), (3.3333333333333335, 1.841), (6.45, 3.074)]","[(5.016666666666667, 2.844), (0.0, 0.0), (7.033333333333333, 3.387), (3.6666666666666665, 2.164), (7.15, 2.842)]","[(11.183333333333334, 4.976), (9.3, 4.272), (0.0, 0.0), (10.516666666666667, 5.143), (6.766666666666667, 2.46)]","[(3.3833333333333333, 1.38), (5.866666666666666, 3.226), (7.466666666666667, 3.743), (0.3333333333333333, 0.136), (4.6, 1.411)]","[(5.866666666666666, 2.98), (10.366666666666667, 4.188), (6.883333333333334, 2.851), (5.683333333333334, 3.002), (0.0, 0.0)]"
