,0,1,2,3,4
0,"[(0.0, 0.0), (10.65, 9.954), (12.783333333333333, 9.098), (10.883333333333333, 8.818), (15.566666666666666, 11.574)]","[(11.616666666666667, 9.954), (1.1, 0.826), (12.883333333333333, 6.874), (7.55, 4.912), (15.833333333333334, 11.214)]","[(12.183333333333334, 9.745), (10.133333333333333, 6.527), (0.0, 0.0), (4.15, 2.474), (8.566666666666666, 5.569)]","[(10.316666666666666, 8.643), (7.533333333333333, 4.932), (7.0, 2.883), (0.2, 0.123), (10.333333333333334, 6.53)]","[(14.983333333333333, 11.375), (15.816666666666666, 11.696), (6.3, 4.002), (9.866666666666667, 6.321), (0.0, 0.0)]"
1,"[(0.0, 0.0), (12.6, 8.159), (3.5, 1.517), (5.583333333333333, 2.346), (10.083333333333334, 3.056)]","[(7.85, 6.039), (0.0, 0.0), (9.65, 6.854), (11.766666666666667, 7.683), (13.216666666666667, 4.943)]","[(3.8333333333333335, 1.58), (14.416666666666666, 11.005), (2.3833333333333333, 0.872), (3.95, 1.751), (11.416666666666666, 4.729)]","[(5.333333333333333, 2.395), (15.933333333333334, 11.82), (4.116666666666666, 1.751), (0.0, 0.0), (8.966666666666667, 3.39)]","[(8.5, 3.121), (14.933333333333334, 8.267), (9.333333333333334, 3.44), (13.316666666666666, 5.315), (6.583333333333333, 2.085)]"
2,"[(0.0, 0.0), (17.616666666666667, 7.771), (14.216666666666667, 5.622), (6.416666666666667, 2.01), (10.533333333333333, 4.54)]","[(18.116666666666667, 8.006), (0.31666666666666665, 0.141), (7.55, 3.123), (12.316666666666666, 6.477), (9.116666666666667, 4.424)]","[(13.016666666666667, 5.487), (5.333333333333333, 2.929), (0.0, 0.0), (8.433333333333334, 4.517), (7.116666666666666, 3.71)]","[(5.383333333333334, 1.54), (12.95, 6.433), (9.55, 4.28), (0.0, 0.0), (5.883333333333334, 3.198)]","[(9.716666666666667, 3.696), (10.066666666666666, 5.498), (7.083333333333333, 3.311), (4.166666666666667, 2.167), (0.3333333333333333, 0.222)]"
3,"[(0.5166666666666667, 0.191), (4.983333333333333, 2.01), (10.866666666666667, 4.063), (19.816666666666666, 9.611), (7.15, 3.081)]","[(5.833333333333333, 2.031), (0.18333333333333332, 0.079), (7.45, 2.808), (16.433333333333334, 6.081), (3.716666666666667, 1.826)]","[(10.983333333333333, 3.951), (7.083333333333333, 2.178), (0.23333333333333334, 0.072), (10.633333333333333, 3.209), (5.35, 2.28)]","[(21.566666666666666, 9.607), (18.3, 5.198), (10.966666666666667, 3.701), (0.0, 0.0), (14.916666666666666, 6.634)]","[(7.6, 3.068), (3.6333333333333333, 2.125), (6.066666666666666, 2.39), (14.083333333333334, 6.311), (0.0, 0.0)]"
4,"[(0.06666666666666667, 0.04), (4.866666666666666, 1.503), (6.016666666666667, 2.033), (2.3, 0.902), (4.683333333333334, 1.709)]","[(4.2, 1.619), (0.0, 0.0), (6.4, 1.947), (3.8666666666666667, 1.58), (8.0, 2.549)]","[(6.25, 2.157), (5.566666666666666, 1.839), (0.08333333333333333, 0.037), (4.083333333333333, 1.5), (4.05, 1.526)]","[(2.15, 1.043), (3.7333333333333334, 1.373), (3.5166666666666666, 1.13), (0.4, 0.168), (3.85, 1.451)]","[(3.6166666666666667, 1.644), (6.933333333333334, 2.491), (4.133333333333334, 1.507), (3.8, 1.345), (0.0, 0.0)]"
5,"[(0.0, 0.0), (5.366666666666666, 2.005), (3.6166666666666667, 1.364), (6.066666666666666, 1.91), (7.9, 5.73)]","[(3.4833333333333334, 1.324), (0.0, 0.0), (5.383333333333334, 1.788), (6.9, 2.24), (9.95, 6.434)]","[(2.75, 1.158), (6.716666666666667, 2.209), (0.0, 0.0), (3.5833333333333335, 1.393), (8.833333333333334, 6.726)]","[(5.233333333333333, 1.715), (4.166666666666667, 1.131), (4.133333333333334, 1.405), (0.0, 0.0), (8.966666666666667, 6.454)]","[(4.5, 2.429), (7.25, 2.399), (6.033333333333333, 2.061), (4.75, 1.591), (0.0, 0.0)]"
6,"[(0.0, 0.0), (5.0, 1.561), (4.833333333333333, 2.003), (9.133333333333333, 2.899), (8.0, 4.125)]","[(6.25, 2.157), (0.6166666666666667, 0.255), (8.966666666666667, 2.771), (12.2, 3.969), (11.866666666666667, 5.381)]","[(5.75, 1.721), (10.933333333333334, 3.283), (0.3, 0.092), (10.65, 4.328), (9.633333333333333, 4.103)]","[(8.916666666666666, 2.848), (14.383333333333333, 4.43), (7.866666666666666, 3.158), (0.16666666666666666, 0.059), (10.083333333333334, 4.464)]","[(9.0, 3.802), (14.0, 5.364), (6.533333333333333, 3.361), (12.65, 5.57), (0.15, 0.118)]"
7,"[(0.0, 0.0), (9.633333333333333, 2.901), (9.066666666666666, 4.597), (4.85, 1.583), (14.966666666666667, 6.061)]","[(7.566666666666666, 2.777), (0.0, 0.0), (5.666666666666667, 2.191), (6.616666666666666, 1.976), (6.733333333333333, 2.374)]","[(6.95, 3.745), (9.233333333333333, 2.696), (0.0, 0.0), (7.983333333333333, 2.966), (6.583333333333333, 2.653)]","[(6.883333333333334, 2.002), (7.816666666666666, 1.855), (13.616666666666667, 3.229), (0.0, 0.0), (14.166666666666666, 4.615)]","[(12.033333333333333, 4.892), (9.966666666666667, 2.701), (8.833333333333334, 3.151), (12.733333333333333, 4.113), (0.05, 0.032)]"
8,"[(0.0, 0.0), (4.333333333333333, 1.904), (4.716666666666667, 1.792), (3.1, 2.131), (4.666666666666667, 1.775)]","[(3.2666666666666666, 1.245), (0.2, 0.198), (7.75, 3.038), (2.7333333333333334, 1.906), (7.7, 3.021)]","[(4.05, 1.823), (8.366666666666667, 3.699), (0.4666666666666667, 0.147), (7.1, 3.926), (4.3, 1.855)]","[(2.8333333333333335, 1.604), (4.816666666666666, 1.83), (7.3, 3.397), (0.0, 0.0), (6.583333333333333, 2.194)]","[(4.616666666666666, 1.804), (8.85, 3.68), (4.55, 1.763), (7.5, 2.691), (0.0, 0.0)]"
9,"[(1.1666666666666667, 0.312), (6.283333333333333, 3.999), (10.433333333333334, 5.598), (3.3833333333333333, 1.53), (6.383333333333334, 3.074)]","[(4.633333333333334, 2.844), (0.0, 0.0), (6.583333333333333, 3.387), (3.75, 2.164), (7.316666666666666, 2.842)]","[(11.116666666666667, 5.823), (8.516666666666667, 4.272), (0.0, 0.0), (10.15, 5.143), (7.25, 2.756)]","[(3.183333333333333, 1.38), (5.466666666666667, 3.226), (7.3, 3.678), (0.3, 0.136), (4.366666666666666, 1.452)]","[(5.983333333333333, 2.98), (9.833333333333334, 4.028), (6.4, 2.763), (5.666666666666667, 3.002), (0.0, 0.0)]"
