,0,1,2,3,4
0,"[(0.0, 0.0), (10.783333333333333, 9.954), (12.85, 9.098), (10.816666666666666, 8.818), (15.316666666666666, 11.574)]","[(11.25, 9.954), (0.0, 0.0), (12.65, 6.874), (7.5, 4.912), (15.2, 11.214)]","[(12.05, 9.745), (10.033333333333333, 6.527), (0.0, 0.0), (4.05, 2.474), (8.283333333333333, 5.569)]","[(10.15, 8.643), (7.516666666666667, 4.932), (7.033333333333333, 2.854), (0.2, 0.123), (10.033333333333333, 6.53)]","[(14.8, 11.328), (15.633333333333333, 11.649), (6.033333333333333, 3.955), (9.6, 6.274), (0.0, 0.0)]"
1,"[(0.0, 0.0), (12.05, 10.252), (3.316666666666667, 1.517), (5.383333333333334, 2.346), (10.2, 3.056)]","[(7.366666666666666, 6.039), (0.0, 0.0), (9.15, 6.854), (11.216666666666667, 7.683), (13.15, 4.943)]","[(3.6666666666666665, 1.58), (13.416666666666666, 11.005), (2.3833333333333333, 0.872), (4.666666666666667, 1.765), (11.4, 4.729)]","[(5.4, 2.395), (15.15, 11.82), (4.283333333333333, 1.751), (0.0, 0.0), (8.95, 3.39)]","[(8.45, 3.121), (14.9, 8.267), (9.316666666666666, 3.44), (13.266666666666667, 5.315), (6.583333333333333, 2.085)]"
2,"[(0.0, 0.0), (17.316666666666666, 7.6), (13.883333333333333, 5.451), (6.533333333333333, 1.839), (9.366666666666667, 4.54)]","[(15.666666666666666, 7.688), (0.2833333333333333, 0.141), (6.233333333333333, 3.123), (11.216666666666667, 6.477), (8.083333333333334, 4.29)]","[(11.516666666666667, 5.292), (5.966666666666667, 2.929), (0.0, 0.0), (8.316666666666666, 4.517), (8.2, 3.814)]","[(4.766666666666667, 1.54), (12.033333333333333, 6.433), (8.633333333333333, 4.28), (0.0, 0.0), (3.216666666666667, 2.204)]","[(7.95, 3.525), (9.733333333333333, 5.202), (7.133333333333334, 3.115), (3.216666666666667, 2.095), (0.3333333333333333, 0.222)]"
3,"[(0.5166666666666667, 0.191), (4.983333333333333, 2.01), (10.45, 4.063), (20.166666666666668, 8.859), (7.066666666666666, 3.081)]","[(5.833333333333333, 2.031), (0.18333333333333332, 0.079), (6.933333333333334, 2.808), (16.266666666666666, 4.96), (3.683333333333333, 1.826)]","[(11.366666666666667, 4.21), (5.516666666666667, 2.178), (0.23333333333333334, 0.072), (9.566666666666666, 3.821), (5.083333333333333, 2.165)]","[(19.666666666666668, 9.666), (15.266666666666667, 5.703), (9.266666666666667, 3.76), (0.0, 0.0), (13.25, 6.693)]","[(7.533333333333333, 3.068), (3.566666666666667, 2.125), (5.533333333333333, 2.545), (13.566666666666666, 6.311), (0.0, 0.0)]"
4,"[(0.06666666666666667, 0.04), (4.333333333333333, 1.503), (6.116666666666666, 2.033), (2.316666666666667, 0.902), (4.433333333333334, 1.709)]","[(3.85, 1.619), (0.0, 0.0), (5.633333333333334, 1.947), (3.8333333333333335, 1.58), (6.9, 2.549)]","[(6.166666666666667, 2.157), (5.383333333333334, 1.839), (0.08333333333333333, 0.037), (4.6, 1.297), (4.566666666666666, 1.526)]","[(2.183333333333333, 1.043), (3.466666666666667, 1.373), (3.783333333333333, 1.13), (0.38333333333333336, 0.168), (3.7, 1.451)]","[(3.5833333333333335, 1.574), (7.233333333333333, 2.491), (3.9, 1.507), (3.6666666666666665, 1.345), (0.0, 0.0)]"
5,"[(0.0, 0.0), (5.266666666666667, 2.005), (3.5166666666666666, 1.223), (4.183333333333334, 1.675), (6.55, 5.69)]","[(3.75, 1.384), (0.0, 0.0), (4.75, 1.788), (4.616666666666666, 1.868), (8.966666666666667, 6.359)]","[(2.85, 1.142), (5.633333333333334, 2.209), (0.0, 0.0), (3.183333333333333, 1.401), (6.983333333333333, 6.726)]","[(4.916666666666667, 1.715), (4.05, 1.131), (3.8333333333333335, 1.405), (0.0, 0.0), (7.3, 6.454)]","[(4.883333333333334, 2.371), (5.066666666666666, 2.399), (3.95, 2.061), (2.5, 1.591), (0.0, 0.0)]"
6,"[(0.0, 0.0), (4.5, 1.561), (3.3833333333333333, 1.719), (7.283333333333333, 3.285), (6.616666666666666, 4.125)]","[(5.7, 2.399), (0.7, 0.255), (6.483333333333333, 2.771), (10.433333333333334, 4.355), (9.85, 5.177)]","[(4.616666666666666, 1.721), (9.1, 3.283), (0.3, 0.092), (7.633333333333334, 3.253), (7.733333333333333, 4.279)]","[(7.983333333333333, 2.848), (12.583333333333334, 4.41), (8.45, 2.99), (0.16666666666666666, 0.059), (8.65, 4.725)]","[(7.5, 3.802), (11.933333333333334, 5.364), (6.8, 3.361), (11.333333333333334, 5.071), (0.15, 0.118)]"
7,"[(0.0, 0.0), (6.4, 2.737), (8.266666666666667, 4.597), (4.166666666666667, 1.583), (12.65, 5.512)]","[(7.85, 3.141), (0.0, 0.0), (5.466666666666667, 2.191), (5.15, 1.976), (6.233333333333333, 2.374)]","[(6.45, 3.745), (8.1, 2.755), (0.0, 0.0), (7.0, 2.966), (6.233333333333333, 2.653)]","[(5.583333333333333, 2.002), (5.6, 1.855), (10.216666666666667, 3.229), (0.0, 0.0), (11.7, 4.569)]","[(11.016666666666667, 4.892), (7.366666666666666, 2.701), (8.666666666666666, 3.299), (11.433333333333334, 4.113), (0.05, 0.032)]"
8,"[(0.0, 0.0), (4.133333333333334, 1.904), (4.016666666666667, 1.792), (2.716666666666667, 2.131), (4.466666666666667, 1.775)]","[(2.6666666666666665, 1.245), (0.2, 0.198), (6.55, 3.038), (2.6, 1.906), (6.966666666666667, 3.021)]","[(4.066666666666666, 1.823), (7.883333333333334, 3.699), (0.45, 0.147), (6.483333333333333, 3.926), (4.716666666666667, 1.855)]","[(2.25, 1.604), (4.816666666666666, 1.83), (5.85, 2.697), (0.0, 0.0), (5.366666666666666, 2.194)]","[(4.116666666666666, 1.804), (7.966666666666667, 3.68), (4.033333333333333, 1.763), (6.533333333333333, 3.907), (0.0, 0.0)]"
9,"[(1.1666666666666667, 0.312), (5.566666666666666, 3.999), (10.35, 5.598), (3.3833333333333333, 1.53), (6.6, 3.074)]","[(4.683333333333334, 2.844), (0.0, 0.0), (6.05, 3.387), (3.75, 2.164), (7.033333333333333, 2.842)]","[(10.166666666666666, 4.976), (8.116666666666667, 4.272), (0.0, 0.0), (9.9, 5.143), (7.583333333333333, 2.346)]","[(3.1666666666666665, 1.38), (5.3, 3.226), (6.95, 3.678), (0.3, 0.136), (4.183333333333334, 1.431)]","[(5.716666666666667, 2.673), (9.616666666666667, 4.028), (6.683333333333334, 2.708), (5.666666666666667, 2.695), (0.0, 0.0)]"
