,real_time,static
12,"[(5.233333333333333, 2.339), (2.05, 1.067), (8.65, 2.931), (3.25, 1.287), (3.433333333333333, 1.493), (4.433333333333334, 1.217), (3.2, 1.255), (6.183333333333334, 2.372), (2.933333333333333, 1.034), (7.1, 2.183)]","[(5.233333333333333, 2.339), (2.05, 1.067), (8.633333333333333, 2.931), (3.25, 1.287), (3.433333333333333, 1.493), (4.416666666666667, 1.217), (3.2, 1.255), (6.183333333333334, 2.372), (2.933333333333333, 1.034), (7.083333333333333, 2.183)]"
13,"[(5.1, 2.176), (7.2, 3.24), (7.6, 3.524), (11.85, 5.29), (8.333333333333334, 4.105), (3.966666666666667, 1.559), (9.716666666666667, 4.352), (8.116666666666667, 3.305), (9.7, 3.592), (8.416666666666666, 3.519)]","[(5.1, 2.176), (7.5, 3.24), (7.716666666666667, 3.524), (11.85, 5.29), (8.333333333333334, 4.105), (3.966666666666667, 1.559), (9.75, 4.352), (8.333333333333334, 3.305), (9.716666666666667, 3.592), (8.45, 3.519)]"
14,"[(5.516666666666667, 1.659), (5.966666666666667, 1.816), (5.416666666666667, 2.029), (9.683333333333334, 2.911), (8.383333333333333, 1.992), (3.25, 1.062), (12.4, 3.701), (10.8, 3.381), (3.15, 1.55), (12.716666666666667, 4.211)]","[(5.516666666666667, 1.659), (6.216666666666667, 1.816), (6.783333333333333, 2.029), (9.766666666666667, 2.911), (8.483333333333333, 1.992), (3.25, 1.062), (13.233333333333333, 3.701), (11.916666666666666, 3.381), (4.133333333333334, 1.55), (12.716666666666667, 4.211)]"
15,"[(4.5, 2.123), (6.6, 3.021), (7.466666666666667, 2.196), (9.9, 3.487), (6.3, 2.754), (6.916666666666667, 1.702), (9.516666666666667, 2.896), (2.2666666666666666, 1.029), (5.316666666666666, 2.365), (2.8666666666666667, 1.366)]","[(4.5, 2.123), (6.6, 3.021), (7.466666666666667, 2.196), (9.9, 3.487), (6.3, 2.754), (6.916666666666667, 1.702), (9.516666666666667, 2.896), (2.2666666666666666, 1.029), (5.316666666666666, 2.365), (2.8666666666666667, 1.366)]"
16,"[(5.216666666666667, 1.339), (4.416666666666667, 1.532), (9.116666666666667, 2.974), (6.15, 2.202), (7.216666666666667, 1.816), (11.116666666666667, 3.084), (8.15, 2.312), (12.75, 3.934), (9.783333333333333, 3.162), (5.1, 1.444)]","[(5.216666666666667, 1.339), (4.416666666666667, 1.532), (9.15, 2.974), (6.183333333333334, 2.202), (7.216666666666667, 1.816), (11.65, 3.084), (8.683333333333334, 2.312), (12.766666666666667, 3.934), (9.8, 3.162), (5.366666666666666, 1.444)]"
17,"[(4.85, 2.345), (8.233333333333333, 2.686), (11.55, 4.831), (7.466666666666667, 3.222), (10.466666666666667, 4.333), (14.05, 5.794), (5.883333333333334, 3.177), (8.583333333333334, 3.529), (6.283333333333333, 2.627), (9.4, 4.297)]","[(4.983333333333333, 2.345), (8.233333333333333, 2.686), (11.55, 4.831), (7.466666666666667, 3.222), (10.466666666666667, 4.333), (14.05, 5.794), (5.883333333333334, 3.177), (8.583333333333334, 3.529), (6.283333333333333, 2.627), (9.4, 4.297)]"
18,"[(4.333333333333333, 2.332), (4.783333333333333, 1.884), (3.7333333333333334, 1.282), (7.933333333333334, 3.224), (6.033333333333333, 2.173), (9.216666666666667, 3.625), (12.366666666666667, 4.813), (7.35, 2.681), (10.5, 3.869), (6.433333333333334, 2.511)]","[(4.333333333333333, 2.332), (4.783333333333333, 1.884), (3.7333333333333334, 1.282), (7.933333333333334, 3.224), (5.3, 2.093), (9.216666666666667, 3.625), (12.366666666666667, 4.813), (7.35, 2.681), (10.5, 3.869), (6.55, 2.511)]"
19,"[(6.366666666666666, 3.597), (5.55, 1.655), (5.95, 1.975), (6.916666666666667, 2.54), (10.966666666666667, 5.603), (8.766666666666667, 5.877), (10.366666666666667, 6.886), (11.066666666666666, 4.468), (11.933333333333334, 3.823), (6.4, 2.545)]","[(6.366666666666666, 3.597), (5.55, 1.655), (5.95, 1.975), (6.916666666666667, 2.54), (10.966666666666667, 5.603), (8.766666666666667, 5.877), (10.366666666666667, 6.886), (11.066666666666666, 4.468), (11.933333333333334, 3.823), (6.4, 2.545)]"
20,"[(9.816666666666666, 4.946), (11.316666666666666, 5.175), (8.066666666666666, 3.583), (9.916666666666666, 4.288), (5.216666666666667, 2.938), (8.85, 4.954), (3.816666666666667, 2.051), (11.716666666666667, 6.522), (8.116666666666667, 4.478), (12.583333333333334, 5.067)]","[(9.866666666666667, 4.946), (11.483333333333333, 5.175), (8.066666666666666, 3.583), (10.083333333333334, 4.288), (5.216666666666667, 2.938), (9.733333333333333, 4.954), (3.816666666666667, 2.051), (12.333333333333334, 6.522), (8.116666666666667, 4.478), (12.583333333333334, 5.067)]"
21,"[(2.5833333333333335, 2.173), (1.35, 1.274), (3.85, 3.407), (4.283333333333333, 1.516), (1.2166666666666666, 1.129), (1.25, 1.233), (7.066666666666666, 3.9), (2.5166666666666666, 2.283), (5.533333333333333, 2.515), (8.333333333333334, 5.204)]","[(2.1666666666666665, 2.173), (1.35, 1.274), (3.433333333333333, 3.407), (4.483333333333333, 1.516), (1.2166666666666666, 1.129), (1.25, 1.233), (6.85, 3.9), (2.4, 2.283), (5.966666666666667, 2.536), (8.266666666666667, 5.204)]"
