,0,1,2,3,4
0,"[(0.0, 0.0), (10.35, 9.954), (12.3, 9.098), (10.716666666666667, 8.818), (15.233333333333333, 11.574)]","[(10.8, 9.954), (0.0, 0.0), (11.983333333333333, 6.874), (7.283333333333333, 4.912), (15.533333333333333, 11.257)]","[(11.966666666666667, 9.745), (9.85, 6.527), (0.0, 0.0), (4.316666666666666, 2.474), (8.7, 5.58)]","[(9.9, 8.656), (7.066666666666666, 4.932), (6.8, 3.218), (0.18333333333333332, 0.123), (10.25, 6.541)]","[(14.616666666666667, 11.328), (15.166666666666666, 11.649), (6.1, 3.955), (9.783333333333333, 6.274), (0.0, 0.0)]"
1,"[(0.0, 0.0), (14.8, 8.159), (3.466666666666667, 1.517), (5.433333333333334, 2.346), (7.666666666666667, 3.056)]","[(8.45, 6.039), (0.0, 0.0), (10.316666666666666, 6.854), (12.283333333333333, 7.683), (12.516666666666667, 4.943)]","[(3.533333333333333, 1.58), (16.516666666666666, 11.005), (2.1, 0.872), (4.483333333333333, 1.765), (9.016666666666667, 3.425)]","[(5.1, 2.395), (17.783333333333335, 11.82), (4.033333333333333, 1.751), (0.0, 0.0), (9.1, 3.39)]","[(8.85, 3.121), (16.383333333333333, 7.25), (9.666666666666666, 3.425), (12.016666666666667, 5.456), (6.95, 2.085)]"
2,"[(0.0, 0.0), (14.85, 7.38), (11.816666666666666, 5.231), (5.266666666666667, 1.619), (8.366666666666667, 3.575)]","[(14.533333333333333, 7.847), (0.26666666666666666, 0.141), (5.633333333333334, 3.123), (9.466666666666667, 6.318), (5.233333333333333, 4.29)]","[(10.65, 5.292), (4.633333333333334, 2.929), (0.0, 0.0), (8.083333333333334, 4.517), (7.55, 3.71)]","[(4.983333333333333, 1.54), (11.2, 7.007), (8.05, 4.28), (0.0, 0.0), (3.4833333333333334, 2.204)]","[(7.466666666666667, 3.525), (8.416666666666666, 5.202), (6.35, 3.311), (3.45, 2.167), (0.35, 0.222)]"
3,"[(0.5166666666666667, 0.191), (5.8, 2.01), (12.533333333333333, 4.063), (21.5, 7.512), (9.116666666666667, 3.081)]","[(7.066666666666666, 2.031), (0.18333333333333332, 0.079), (9.283333333333333, 2.142), (17.333333333333332, 4.96), (5.15, 2.061)]","[(12.5, 3.951), (7.533333333333333, 2.621), (0.13333333333333333, 0.072), (12.4, 3.919), (6.083333333333333, 2.28)]","[(23.583333333333332, 8.908), (18.133333333333333, 5.073), (10.566666666666666, 3.76), (0.08333333333333333, 0.081), (15.466666666666667, 6.694)]","[(8.85, 3.068), (3.8833333333333333, 1.738), (6.166666666666667, 2.39), (14.916666666666666, 5.248), (0.0, 0.0)]"
4,"[(0.06666666666666667, 0.04), (4.55, 1.519), (5.4, 2.033), (1.9833333333333334, 0.902), (5.116666666666666, 1.717)]","[(4.166666666666667, 1.619), (0.0, 0.0), (5.983333333333333, 1.947), (4.3, 1.58), (7.55, 2.557)]","[(6.466666666666667, 2.164), (5.316666666666666, 1.846), (0.06666666666666667, 0.037), (4.816666666666666, 1.304), (4.616666666666666, 1.541)]","[(2.283333333333333, 1.043), (3.183333333333333, 1.373), (3.2333333333333334, 1.13), (0.36666666666666664, 0.168), (3.3833333333333333, 1.461)]","[(4.033333333333333, 1.644), (7.616666666666666, 2.501), (5.066666666666666, 1.517), (4.1, 1.355), (0.0, 0.0)]"
5,"[(0.0, 0.0), (5.016666666666667, 2.005), (3.4166666666666665, 1.223), (5.366666666666666, 1.675), (7.066666666666666, 5.69)]","[(4.116666666666666, 1.494), (0.0, 0.0), (4.966666666666667, 1.898), (6.783333333333333, 1.846), (8.583333333333334, 5.074)]","[(2.933333333333333, 1.161), (7.166666666666667, 2.209), (0.0, 0.0), (3.6, 1.393), (8.816666666666666, 6.726)]","[(8.083333333333334, 1.73), (4.85, 1.146), (4.65, 1.496), (0.16666666666666666, 0.089), (10.133333333333333, 6.469)]","[(4.966666666666667, 2.429), (5.883333333333334, 2.399), (5.55, 2.061), (3.6666666666666665, 1.591), (0.0, 0.0)]"
6,"[(0.0, 0.0), (4.9, 1.561), (4.6, 2.003), (7.466666666666667, 3.176), (7.966666666666667, 4.311)]","[(13.366666666666667, 2.888), (0.7666666666666667, 0.255), (11.966666666666667, 4.219), (16.516666666666666, 5.248), (16.95, 6.615)]","[(6.15, 2.148), (10.966666666666667, 3.71), (0.3, 0.092), (8.7, 3.148), (8.4, 4.258)]","[(8.216666666666667, 2.892), (13.15, 4.454), (9.383333333333333, 3.034), (0.0, 0.0), (10.733333333333333, 4.766)]","[(10.95, 3.802), (15.916666666666666, 5.364), (6.75, 3.361), (12.45, 5.472), (0.0, 0.0)]"
7,"[(0.0, 0.0), (8.4, 2.737), (10.933333333333334, 4.597), (5.116666666666666, 1.583), (13.4, 4.534)]","[(7.016666666666667, 3.135), (0.0, 0.0), (7.4, 2.191), (6.0, 1.976), (7.25, 2.388)]","[(7.266666666666667, 3.745), (8.85, 2.755), (0.0, 0.0), (7.8, 2.966), (6.416666666666667, 2.653)]","[(6.7, 2.002), (6.05, 1.855), (10.65, 3.229), (0.0, 0.0), (12.8, 3.643)]","[(11.9, 5.138), (8.216666666666667, 2.701), (9.1, 3.151), (12.266666666666667, 4.359), (0.13333333333333333, 0.032)]"
8,"[(0.0, 0.0), (4.85, 1.904), (3.7333333333333334, 1.792), (3.816666666666667, 2.131), (4.033333333333333, 1.775)]","[(2.95, 1.245), (0.2, 0.198), (6.8, 3.038), (2.7666666666666666, 1.906), (6.95, 3.021)]","[(4.683333333333334, 1.823), (10.033333333333333, 3.699), (0.4666666666666667, 0.147), (7.783333333333333, 3.214), (4.383333333333334, 1.855)]","[(2.5166666666666666, 1.604), (4.45, 1.83), (6.566666666666666, 3.397), (0.0, 0.0), (6.516666666666667, 3.38)]","[(4.65, 1.804), (9.366666666666667, 3.259), (4.066666666666666, 1.763), (7.216666666666667, 2.691), (0.0, 0.0)]"
9,"[(1.1666666666666667, 0.312), (5.833333333333333, 3.999), (10.266666666666667, 5.598), (3.4166666666666665, 1.841), (6.616666666666666, 3.074)]","[(5.316666666666666, 2.844), (0.0, 0.0), (6.15, 3.387), (3.75, 2.164), (7.2, 2.842)]","[(10.833333333333334, 4.696), (9.783333333333333, 4.272), (0.0, 0.0), (10.85, 5.143), (5.75, 2.502)]","[(3.45, 1.38), (6.133333333333334, 2.687), (6.8, 3.743), (0.4166666666666667, 0.136), (4.5, 1.431)]","[(5.5, 2.673), (10.45, 4.028), (6.2, 2.763), (5.283333333333333, 2.695), (0.0, 0.0)]"
