,0,1,2,3,4
0,"[(0.0, 0.0), (10.416666666666666, 9.954), (12.233333333333333, 9.098), (11.2, 8.818), (15.2, 11.574)]","[(10.883333333333333, 9.954), (0.0, 0.0), (11.583333333333334, 6.874), (7.366666666666666, 4.912), (15.133333333333333, 11.257)]","[(12.116666666666667, 9.745), (10.05, 6.527), (0.0, 0.0), (3.8833333333333333, 2.474), (8.416666666666666, 5.569)]","[(10.033333333333333, 8.572), (7.416666666666667, 4.932), (6.4, 2.854), (0.0, 0.0), (9.95, 6.53)]","[(14.833333333333334, 11.328), (15.466666666666667, 11.649), (6.016666666666667, 3.955), (9.4, 6.274), (0.0, 0.0)]"
1,"[(0.0, 0.0), (12.1, 10.252), (3.4166666666666665, 1.517), (5.733333333333333, 2.346), (8.433333333333334, 3.056)]","[(7.766666666666667, 6.039), (0.0, 0.0), (9.733333333333333, 6.854), (12.05, 7.683), (11.983333333333333, 4.943)]","[(3.7666666666666666, 1.58), (14.133333333333333, 11.005), (2.183333333333333, 0.872), (4.95, 1.765), (10.066666666666666, 3.425)]","[(5.4, 2.395), (15.766666666666667, 11.82), (4.25, 1.751), (0.0, 0.0), (8.983333333333333, 3.39)]","[(8.566666666666666, 3.121), (16.55, 8.267), (9.633333333333333, 3.425), (12.333333333333334, 5.457), (6.583333333333333, 2.085)]"
2,"[(0.0, 0.0), (13.216666666666667, 8.439), (10.466666666666667, 5.625), (4.5, 1.546), (8.133333333333333, 3.575)]","[(11.966666666666667, 7.803), (0.16666666666666666, 0.141), (5.283333333333333, 3.123), (7.566666666666666, 6.274), (4.533333333333333, 4.29)]","[(10.583333333333334, 5.292), (4.0, 2.929), (0.0, 0.0), (7.283333333333333, 4.517), (5.75, 3.71)]","[(4.166666666666667, 1.54), (8.783333333333333, 7.007), (7.233333333333333, 4.284), (0.0, 0.0), (3.033333333333333, 2.204)]","[(7.183333333333334, 3.624), (6.2, 5.202), (5.4, 3.311), (3.0166666666666666, 2.167), (0.3333333333333333, 0.222)]"
3,"[(0.5166666666666667, 0.191), (5.75, 2.01), (11.7, 4.063), (21.166666666666668, 7.848), (7.866666666666666, 3.081)]","[(7.283333333333333, 2.031), (0.18333333333333332, 0.079), (7.816666666666666, 2.808), (17.05, 4.96), (4.0, 1.826)]","[(12.933333333333334, 3.951), (7.766666666666667, 2.242), (0.23333333333333334, 0.072), (8.966666666666667, 3.209), (5.383333333333334, 2.165)]","[(22.466666666666665, 8.849), (17.283333333333335, 7.906), (9.516666666666667, 3.701), (0.0, 0.0), (14.083333333333334, 6.635)]","[(9.383333333333333, 3.068), (4.1, 2.125), (6.3, 2.39), (14.066666666666666, 6.311), (0.0, 0.0)]"
4,"[(0.0, 0.0), (5.0, 1.519), (5.766666666666667, 2.034), (2.35, 0.902), (3.7333333333333334, 1.704)]","[(3.933333333333333, 1.619), (0.0, 0.0), (5.35, 1.948), (3.816666666666667, 1.58), (6.916666666666667, 2.557)]","[(5.316666666666666, 2.153), (4.266666666666667, 1.839), (0.0, 0.0), (4.05, 1.29), (4.216666666666667, 1.534)]","[(2.3666666666666667, 1.039), (3.2333333333333334, 1.373), (3.3833333333333333, 1.131), (0.38333333333333336, 0.168), (3.216666666666667, 1.461)]","[(3.6166666666666667, 1.64), (5.016666666666667, 2.491), (3.0, 1.508), (3.55, 1.345), (0.0, 0.0)]"
5,"[(0.0, 0.0), (5.083333333333333, 2.005), (2.8666666666666667, 1.115), (5.266666666666667, 1.675), (6.45, 5.69)]","[(3.9, 1.384), (0.23333333333333334, 0.099), (4.95, 1.788), (4.783333333333333, 1.846), (7.466666666666667, 6.295)]","[(3.1166666666666667, 1.161), (6.45, 2.209), (0.0, 0.0), (3.7333333333333334, 1.393), (7.466666666666667, 6.726)]","[(6.083333333333333, 1.715), (5.133333333333334, 1.131), (4.616666666666666, 1.405), (0.0, 0.0), (8.25, 6.454)]","[(4.833333333333333, 2.371), (5.25, 2.399), (3.1666666666666665, 2.061), (2.933333333333333, 1.591), (0.0, 0.0)]"
6,"[(0.0, 0.0), (3.8833333333333333, 1.561), (3.4166666666666665, 1.719), (7.366666666666666, 3.176), (7.433333333333334, 4.311)]","[(5.883333333333334, 2.553), (0.7666666666666667, 0.255), (6.9, 2.925), (12.066666666666666, 4.4), (11.116666666666667, 5.535)]","[(4.216666666666667, 2.148), (9.55, 3.283), (0.3, 0.092), (8.566666666666666, 3.236), (7.966666666666667, 4.262)]","[(6.416666666666667, 2.892), (10.483333333333333, 4.454), (7.666666666666667, 3.137), (0.0, 0.0), (8.283333333333333, 4.125)]","[(6.916666666666667, 3.802), (10.983333333333333, 5.364), (7.033333333333333, 3.361), (12.55, 5.505), (0.0, 0.0)]"
7,"[(0.0, 0.0), (6.116666666666666, 2.737), (8.683333333333334, 4.111), (4.466666666666667, 1.583), (11.15, 4.47)]","[(7.983333333333333, 3.141), (0.0, 0.0), (5.016666666666667, 2.191), (5.833333333333333, 1.976), (4.35, 2.441)]","[(6.966666666666667, 3.745), (7.9, 3.478), (0.0, 0.0), (7.283333333333333, 2.966), (6.266666666666667, 2.653)]","[(7.033333333333333, 2.008), (5.4, 1.855), (8.85, 3.229), (0.0, 0.0), (11.483333333333333, 3.588)]","[(12.35, 4.927), (7.533333333333333, 2.701), (7.766666666666667, 3.037), (12.666666666666666, 4.148), (0.1, 0.032)]"
8,"[(0.0, 0.0), (6.016666666666667, 1.863), (3.65, 1.792), (3.1333333333333333, 2.131), (4.133333333333334, 1.775)]","[(2.8833333333333333, 1.245), (0.2, 0.198), (7.033333333333333, 3.038), (2.5, 1.906), (7.083333333333333, 3.021)]","[(4.4, 1.823), (9.716666666666667, 3.658), (0.25, 0.147), (7.366666666666666, 3.926), (4.366666666666666, 1.855)]","[(2.3833333333333333, 1.604), (4.916666666666667, 1.83), (6.55, 3.397), (0.0, 0.0), (6.383333333333334, 2.194)]","[(4.2, 1.804), (9.683333333333334, 3.639), (3.466666666666667, 1.763), (7.166666666666667, 3.907), (0.0, 0.0)]"
9,"[(1.1666666666666667, 0.312), (6.216666666666667, 4.143), (8.833333333333334, 5.489), (3.45, 1.53), (6.216666666666667, 3.114)]","[(4.4, 2.844), (0.0, 0.0), (6.133333333333334, 3.387), (3.35, 2.164), (6.9, 2.842)]","[(9.9, 4.976), (8.516666666666667, 4.272), (0.0, 0.0), (9.55, 5.143), (6.1, 2.495)]","[(3.2333333333333334, 1.38), (5.883333333333334, 2.687), (6.216666666666667, 3.743), (0.35, 0.136), (5.85, 1.431)]","[(5.7, 2.98), (10.783333333333333, 4.028), (6.116666666666666, 2.708), (5.466666666666667, 3.002), (0.0, 0.0)]"
10,"[(0.0, 0.0), (7.083333333333333, 3.626), (3.4, 1.548), (9.466666666666667, 5.614), (6.85, 2.833)]","[(9.516666666666667, 4.275), (0.3333333333333333, 0.214), (10.3, 4.636), (8.85, 4.122), (11.6, 6.721)]","[(5.2, 2.191), (9.9, 4.154), (0.0, 0.0), (7.066666666666666, 4.409), (9.916666666666666, 4.099)]","[(10.566666666666666, 5.566), (8.883333333333333, 4.111), (7.233333333333333, 4.712), (0.43333333333333335, 0.454), (14.3, 6.909)]","[(8.533333333333333, 3.212), (9.516666666666667, 6.127), (8.8, 4.21), (14.033333333333333, 7.83), (0.0, 0.0)]"
