,0,1,2,3,4
0,"[(0.0, 0.0), (13.266666666666667, 9.954), (13.25, 9.098), (11.3, 8.818), (17.0, 11.574)]","[(12.183333333333334, 9.954), (0.0, 0.0), (14.116666666666667, 8.94), (9.033333333333333, 4.912), (16.2, 15.169)]","[(12.5, 9.745), (12.55, 11.268), (0.0, 0.0), (4.15, 2.474), (9.033333333333333, 5.569)]","[(10.25, 8.668), (10.583333333333334, 4.932), (7.166666666666667, 2.854), (0.0, 0.0), (10.55, 6.53)]","[(15.483333333333333, 11.328), (17.533333333333335, 15.068), (5.7, 3.955), (9.083333333333334, 6.274), (0.0, 0.0)]"
1,"[(0.0, 0.0), (12.966666666666667, 8.159), (3.65, 1.517), (5.533333333333333, 2.346), (9.8, 3.056)]","[(7.566666666666666, 6.039), (0.0, 0.0), (9.55, 6.854), (11.433333333333334, 7.683), (11.65, 4.943)]","[(4.016666666666667, 1.58), (15.75, 9.215), (2.75, 0.872), (4.616666666666666, 1.765), (10.866666666666667, 3.425)]","[(5.25, 2.395), (17.766666666666666, 10.446), (3.933333333333333, 1.751), (0.0, 0.0), (9.2, 3.39)]","[(8.766666666666667, 3.121), (15.016666666666667, 8.267), (9.683333333333334, 3.44), (13.383333333333333, 5.315), (6.583333333333333, 2.085)]"
2,"[(0.0, 0.0), (14.233333333333333, 7.38), (11.8, 5.231), (4.533333333333333, 1.619), (8.85, 4.149)]","[(15.933333333333334, 8.078), (0.23333333333333334, 0.141), (8.216666666666667, 3.123), (11.866666666666667, 6.549), (8.65, 4.424)]","[(12.25, 5.292), (6.533333333333333, 2.929), (0.0, 0.0), (9.466666666666667, 4.517), (8.95, 3.71)]","[(4.15, 1.54), (11.616666666666667, 6.429), (8.933333333333334, 4.28), (0.0, 0.0), (4.366666666666666, 2.204)]","[(8.15, 3.696), (10.6, 5.264), (7.9, 3.115), (3.966666666666667, 2.167), (0.3333333333333333, 0.222)]"
3,"[(0.5166666666666667, 0.191), (4.85, 2.01), (9.983333333333333, 4.063), (17.383333333333333, 7.4), (6.633333333333334, 3.081)]","[(5.6, 2.031), (0.18333333333333332, 0.079), (6.316666666666666, 3.043), (14.116666666666667, 6.38), (3.183333333333333, 2.061)]","[(10.283333333333333, 3.951), (6.833333333333333, 2.242), (0.25, 0.072), (10.6, 3.824), (4.9, 2.28)]","[(19.65, 7.692), (14.383333333333333, 5.242), (9.033333333333333, 3.76), (0.0, 0.0), (13.183333333333334, 6.693)]","[(7.35, 3.068), (3.316666666666667, 2.125), (5.416666666666667, 2.545), (13.1, 6.054), (0.0, 0.0)]"
4,"[(0.1, 0.04), (4.166666666666667, 1.519), (5.933333333333334, 2.033), (2.0833333333333335, 0.902), (4.083333333333333, 1.636)]","[(3.2666666666666666, 1.564), (0.0, 0.0), (5.666666666666667, 1.947), (3.3333333333333335, 1.58), (5.5, 2.446)]","[(5.516666666666667, 2.164), (5.116666666666666, 1.846), (0.08333333333333333, 0.037), (3.85, 1.297), (4.2, 1.533)]","[(2.0, 1.043), (3.533333333333333, 1.373), (3.8833333333333333, 1.13), (0.38333333333333336, 0.168), (2.9166666666666665, 1.437)]","[(3.8, 1.644), (6.966666666666667, 2.491), (4.366666666666666, 1.507), (3.2, 1.345), (0.0, 0.0)]"
5,"[(0.0, 0.0), (5.1, 2.005), (2.6666666666666665, 1.115), (4.733333333333333, 1.675), (6.866666666666666, 5.69)]","[(3.6666666666666665, 1.384), (0.2, 0.099), (4.816666666666666, 1.788), (5.0, 1.836), (10.083333333333334, 6.359)]","[(2.6333333333333333, 1.142), (5.583333333333333, 2.426), (0.0, 0.0), (3.1333333333333333, 1.393), (7.566666666666666, 6.726)]","[(4.516666666666667, 1.715), (4.016666666666667, 1.131), (3.85, 1.405), (0.0, 0.0), (7.783333333333333, 6.454)]","[(4.316666666666666, 2.371), (7.183333333333334, 2.399), (3.65, 2.061), (2.683333333333333, 1.591), (0.0, 0.0)]"
6,"[(0.0, 0.0), (4.316666666666666, 1.561), (3.8833333333333333, 2.003), (7.483333333333333, 2.899), (7.05, 4.311)]","[(6.816666666666666, 2.074), (0.6166666666666667, 0.255), (7.65, 2.771), (11.2, 3.969), (10.8, 5.381)]","[(5.933333333333334, 1.721), (10.35, 3.283), (0.3, 0.092), (9.333333333333334, 3.096), (7.483333333333333, 4.286)]","[(7.35, 2.911), (11.733333333333333, 4.473), (7.5, 3.053), (0.16666666666666666, 0.059), (9.733333333333333, 4.667)]","[(9.383333333333333, 3.802), (12.666666666666666, 6.588), (6.0, 3.361), (13.25, 5.071), (0.0, 0.0)]"
7,"[(0.0, 0.0), (7.016666666666667, 2.737), (8.45, 4.597), (4.533333333333333, 1.583), (11.783333333333333, 4.497)]","[(6.916666666666667, 2.777), (0.0, 0.0), (4.883333333333334, 2.191), (5.933333333333334, 1.976), (6.95, 2.388)]","[(7.583333333333333, 3.745), (9.3, 2.755), (0.0, 0.0), (7.25, 2.966), (6.816666666666666, 2.653)]","[(5.05, 1.765), (5.7, 1.855), (8.833333333333334, 3.229), (0.0, 0.0), (11.566666666666666, 3.643)]","[(11.283333333333333, 4.778), (8.616666666666667, 2.701), (7.95, 3.037), (11.55, 3.999), (0.11666666666666667, 0.032)]"
8,"[(0.0, 0.0), (3.816666666666667, 1.812), (4.133333333333334, 1.792), (2.716666666666667, 2.131), (4.316666666666666, 1.775)]","[(2.9166666666666665, 1.245), (0.2, 0.198), (7.033333333333333, 3.038), (2.6333333333333333, 1.906), (7.2, 3.021)]","[(3.966666666666667, 1.823), (7.766666666666667, 3.607), (0.4166666666666667, 0.147), (6.533333333333333, 3.926), (4.116666666666666, 1.855)]","[(2.4833333333333334, 1.604), (4.633333333333334, 1.83), (6.25, 2.697), (0.0, 0.0), (5.416666666666667, 2.194)]","[(4.183333333333334, 1.731), (7.983333333333333, 3.515), (4.0, 1.69), (6.466666666666667, 2.618), (0.0, 0.0)]"
9,"[(1.05, 0.312), (5.8, 3.999), (8.866666666666667, 5.449), (3.216666666666667, 1.783), (6.066666666666666, 3.074)]","[(4.416666666666667, 2.844), (0.0, 0.0), (5.75, 3.387), (3.55, 2.164), (7.266666666666667, 2.842)]","[(9.816666666666666, 4.696), (8.116666666666667, 4.272), (0.0, 0.0), (9.616666666666667, 5.143), (5.316666666666666, 2.697)]","[(3.216666666666667, 1.38), (5.233333333333333, 3.226), (5.95, 3.743), (0.26666666666666666, 0.136), (4.3, 1.432)]","[(5.933333333333334, 2.98), (9.633333333333333, 4.028), (5.833333333333333, 2.708), (6.083333333333333, 3.002), (0.0, 0.0)]"
