,0,1,2,3,4
0,"[(0.0, 0.0), (12.166666666666666, 9.954), (13.4, 9.098), (11.866666666666667, 8.818), (17.0, 11.574)]","[(12.066666666666666, 9.954), (1.2666666666666666, 0.826), (14.083333333333334, 6.874), (8.95, 4.912), (15.716666666666667, 15.169)]","[(12.3, 9.745), (12.133333333333333, 11.268), (0.0, 0.0), (4.166666666666667, 2.474), (8.5, 5.569)]","[(10.316666666666666, 8.668), (11.45, 4.932), (7.15, 2.854), (0.25, 0.123), (10.566666666666666, 6.53)]","[(15.433333333333334, 11.375), (16.85, 11.696), (5.933333333333334, 4.002), (9.266666666666667, 6.321), (0.0, 0.0)]"
1,"[(0.0, 0.0), (11.683333333333334, 8.159), (3.4833333333333334, 1.517), (5.383333333333334, 2.346), (9.8, 3.056)]","[(7.45, 6.039), (0.0, 0.0), (9.116666666666667, 6.854), (11.016666666666667, 7.683), (12.183333333333334, 4.943)]","[(4.166666666666667, 1.58), (13.666666666666666, 11.005), (0.0, 0.0), (4.816666666666666, 1.765), (11.066666666666666, 3.425)]","[(5.166666666666667, 2.395), (14.783333333333333, 11.82), (4.016666666666667, 1.751), (0.0, 0.0), (9.166666666666666, 3.39)]","[(8.6, 3.121), (14.5, 8.267), (9.783333333333333, 3.34), (12.9, 5.315), (6.583333333333333, 2.085)]"
2,"[(0.0, 0.0), (12.65, 7.38), (9.433333333333334, 5.231), (4.083333333333333, 1.619), (7.183333333333334, 3.575)]","[(11.983333333333333, 7.856), (0.21666666666666667, 0.141), (5.783333333333333, 3.123), (7.75, 6.327), (5.0, 4.29)]","[(10.75, 5.292), (5.116666666666666, 2.929), (0.0, 0.0), (7.7, 4.517), (6.5, 3.71)]","[(3.7333333333333334, 1.89), (9.716666666666667, 7.33), (6.916666666666667, 4.28), (0.0, 0.0), (3.4, 2.204)]","[(7.116666666666666, 3.72), (6.55, 5.202), (6.583333333333333, 3.115), (2.9166666666666665, 2.095), (0.3333333333333333, 0.222)]"
3,"[(0.5166666666666667, 0.191), (4.783333333333333, 2.01), (9.9, 4.063), (17.05, 7.848), (6.6, 3.081)]","[(5.633333333333334, 2.031), (0.2, 0.079), (6.716666666666667, 2.142), (13.266666666666667, 6.828), (3.183333333333333, 2.061)]","[(10.5, 4.21), (4.833333333333333, 2.178), (0.25, 0.072), (8.25, 3.209), (4.883333333333334, 2.165)]","[(20.016666666666666, 7.23), (14.366666666666667, 5.198), (8.666666666666666, 3.417), (0.0, 0.0), (13.216666666666667, 6.693)]","[(7.316666666666666, 3.068), (3.216666666666667, 2.125), (5.483333333333333, 2.39), (11.583333333333334, 6.065), (0.0, 0.0)]"
4,"[(0.1, 0.04), (3.933333333333333, 1.519), (5.533333333333333, 2.033), (2.1166666666666667, 0.902), (4.366666666666666, 1.717)]","[(3.466666666666667, 1.564), (0.0, 0.0), (5.333333333333333, 1.947), (3.5833333333333335, 1.58), (6.433333333333334, 2.557)]","[(5.4, 2.157), (5.15, 1.839), (0.11666666666666667, 0.037), (3.783333333333333, 1.29), (3.6666666666666665, 1.534)]","[(2.0833333333333335, 1.043), (3.65, 1.373), (3.4, 1.13), (0.36666666666666664, 0.168), (3.1333333333333333, 1.459)]","[(3.3333333333333335, 1.574), (6.766666666666667, 2.491), (3.933333333333333, 1.507), (2.9833333333333334, 1.345), (0.0, 0.0)]"
5,"[(0.0, 0.0), (4.983333333333333, 2.005), (2.8833333333333333, 1.223), (3.7333333333333334, 1.675), (6.766666666666667, 5.69)]","[(3.6, 1.384), (0.2, 0.099), (4.633333333333334, 1.788), (4.75, 1.93), (8.666666666666666, 6.379)]","[(3.066666666666667, 1.142), (5.1, 2.209), (0.0, 0.0), (3.05, 1.401), (7.033333333333333, 6.726)]","[(4.45, 1.715), (3.716666666666667, 1.131), (3.35, 1.405), (0.0, 0.0), (7.0, 6.454)]","[(4.483333333333333, 2.371), (4.25, 2.399), (3.4166666666666665, 2.061), (2.2333333333333334, 1.591), (0.0, 0.0)]"
6,"[(0.0, 0.0), (3.8, 1.561), (3.6166666666666667, 2.003), (7.433333333333334, 2.899), (6.8, 4.311)]","[(6.216666666666667, 2.074), (0.5166666666666667, 0.255), (6.283333333333333, 2.771), (10.733333333333333, 3.969), (10.333333333333334, 5.381)]","[(4.166666666666667, 1.721), (8.283333333333333, 3.283), (0.3, 0.092), (9.2, 3.096), (7.7, 4.103)]","[(6.733333333333333, 2.848), (10.816666666666666, 4.41), (7.0, 3.158), (0.16666666666666666, 0.059), (8.883333333333333, 4.464)]","[(6.683333333333334, 3.802), (10.766666666666667, 5.364), (5.866666666666666, 3.361), (12.8, 5.071), (0.0, 0.0)]"
7,"[(0.0, 0.0), (6.266666666666667, 2.737), (9.0, 4.275), (4.183333333333334, 1.583), (10.683333333333334, 4.634)]","[(7.383333333333334, 3.141), (0.0, 0.0), (4.216666666666667, 2.191), (5.116666666666666, 1.976), (6.633333333333334, 2.388)]","[(6.15, 3.745), (7.483333333333333, 3.478), (0.0, 0.0), (6.233333333333333, 2.966), (5.85, 2.655)]","[(5.333333333333333, 1.999), (6.016666666666667, 1.855), (7.533333333333333, 3.229), (0.0, 0.0), (9.116666666666667, 3.588)]","[(9.316666666666666, 4.778), (6.9, 2.761), (6.716666666666667, 3.037), (9.416666666666666, 3.999), (0.11666666666666667, 0.032)]"
8,"[(0.0, 0.0), (3.35, 1.957), (4.033333333333333, 1.792), (2.7, 2.131), (4.183333333333334, 1.775)]","[(2.466666666666667, 1.245), (0.2, 0.198), (6.4, 3.038), (2.5833333333333335, 1.906), (6.583333333333333, 3.021)]","[(3.7666666666666666, 1.823), (6.9, 3.752), (0.4166666666666667, 0.147), (5.933333333333334, 3.926), (4.05, 1.855)]","[(1.85, 1.604), (4.016666666666667, 1.83), (5.283333333333333, 2.697), (0.0, 0.0), (4.716666666666667, 2.194)]","[(3.5, 1.731), (6.983333333333333, 3.66), (3.7333333333333334, 1.69), (6.0, 3.834), (0.0, 0.0)]"
9,"[(1.05, 0.312), (5.8, 3.999), (8.8, 5.449), (3.25, 1.783), (6.05, 3.074)]","[(4.733333333333333, 2.844), (0.0, 0.0), (6.083333333333333, 3.387), (3.783333333333333, 2.164), (6.783333333333333, 2.842)]","[(10.033333333333333, 4.976), (8.3, 4.272), (0.0, 0.0), (9.933333333333334, 5.143), (5.633333333333334, 2.594)]","[(3.1666666666666665, 1.38), (5.283333333333333, 3.226), (5.883333333333334, 3.743), (0.18333333333333332, 0.136), (4.766666666666667, 1.431)]","[(5.533333333333333, 2.98), (9.9, 4.028), (6.866666666666666, 2.831), (5.383333333333334, 3.002), (0.0, 0.0)]"
10,"[(0.0, 0.0), (6.3, 3.626), (3.466666666666667, 1.548), (7.933333333333334, 4.677), (7.25, 2.833)]","[(8.1, 4.275), (0.3333333333333333, 0.214), (9.066666666666666, 4.574), (7.95, 4.122), (11.6, 6.721)]","[(4.583333333333333, 2.191), (8.7, 4.892), (0.0, 0.0), (7.116666666666666, 4.232), (9.883333333333333, 4.099)]","[(9.216666666666667, 5.842), (8.1, 4.975), (6.3, 4.533), (0.6166666666666667, 0.454), (13.216666666666667, 6.909)]","[(7.416666666666667, 3.432), (9.683333333333334, 6.127), (9.35, 4.21), (12.516666666666667, 6.893), (0.0, 0.0)]"
11,"[(0.06666666666666667, 0.021), (3.5, 1.118), (4.816666666666666, 1.779), (6.066666666666666, 2.28), (4.1, 1.323)]","[(2.2666666666666666, 0.913), (0.16666666666666666, 0.069), (4.516666666666667, 1.637), (5.766666666666667, 2.138), (2.2333333333333334, 0.665)]","[(4.816666666666666, 1.799), (2.816666666666667, 1.276), (0.0, 0.0), (2.6333333333333333, 1.163), (3.4166666666666665, 1.649)]","[(7.416666666666667, 2.504), (5.116666666666666, 2.055), (1.9, 0.778), (0.0, 0.0), (5.483333333333333, 2.428)]","[(3.3, 1.337), (1.45, 0.606), (4.516666666666667, 1.855), (5.766666666666667, 2.356), (0.0, 0.0)]"
12,"[(0.0, 0.0), (4.4, 2.339), (2.433333333333333, 1.133), (7.3, 4.298), (2.7, 1.287)]","[(3.316666666666667, 2.352), (0.0, 0.0), (3.4, 1.493), (3.466666666666667, 1.217), (2.9833333333333334, 1.255)]","[(3.15, 1.201), (4.833333333333333, 2.086), (0.36666666666666664, 0.073), (6.35, 2.371), (3.2333333333333334, 1.034)]","[(6.333333333333333, 3.121), (3.7333333333333334, 1.491), (6.1, 2.421), (0.0, 0.0), (5.816666666666666, 2.183)]","[(3.216666666666667, 1.322), (4.433333333333334, 1.973), (2.7333333333333334, 1.018), (7.666666666666667, 2.565), (0.6166666666666667, 0.121)]"
13,"[(0.0, 0.0), (4.6, 2.121), (7.583333333333333, 3.24), (7.3, 3.469), (10.033333333333333, 5.235)]","[(3.9166666666666665, 2.186), (0.35, 0.253), (7.316666666666666, 4.341), (3.9833333333333334, 1.795), (8.766666666666667, 5.087)]","[(4.116666666666666, 2.13), (7.716666666666667, 3.622), (0.0, 0.0), (8.716666666666667, 3.826), (8.216666666666667, 3.592)]","[(7.216666666666667, 3.526), (3.6666666666666665, 1.556), (7.483333333333333, 3.722), (0.0, 0.0), (7.383333333333334, 3.519)]","[(10.133333333333333, 5.276), (7.55, 4.18), (6.183333333333334, 3.246), (6.75, 3.35), (0.0, 0.0)]"
14,"[(0.1, 0.035), (5.183333333333334, 1.659), (6.233333333333333, 1.794), (5.25, 2.18), (9.0, 2.889)]","[(3.5166666666666666, 1.287), (0.0, 0.0), (7.55, 1.911), (2.1166666666666667, 1.038), (8.8, 3.337)]","[(5.533333333333333, 2.4), (6.8, 2.162), (0.0, 0.0), (8.033333333333333, 2.933), (3.1, 1.38)]","[(4.3, 1.841), (2.0833333333333335, 0.98), (9.75, 2.892), (1.2666666666666666, 0.777), (9.016666666666667, 4.211)]","[(3.683333333333333, 1.497), (10.466666666666667, 3.215), (3.3333333333333335, 1.354), (8.4, 3.715), (0.35, 0.115)]"
15,"[(0.0, 0.0), (4.5, 2.123), (7.5, 3.01), (5.916666666666667, 2.293), (8.183333333333334, 3.487)]","[(3.683333333333333, 1.644), (0.0, 0.0), (8.05, 2.994), (6.016666666666667, 1.702), (8.3, 2.896)]","[(5.9, 2.642), (7.566666666666666, 2.931), (0.0, 0.0), (2.55, 1.161), (4.9, 2.191)]","[(6.8, 2.77), (6.85, 3.225), (2.0833333333333335, 1.04), (0.0, 0.0), (2.5833333333333335, 1.366)]","[(9.266666666666667, 3.806), (8.066666666666666, 3.351), (6.883333333333334, 2.517), (5.483333333333333, 2.148), (0.0, 0.0)]"
